student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-304978,STU-001949,SKL-029,2025-07-23,1,4,4,2025-07-23,99.00,61,3,STF-0047,Reading/Writing,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Advanced,2024-12-26T00:00:00.000Z,2025-01-25T00:00:00.000Z
SSK-715014,STU-001792,SKL-023,2025-12-11,1,5,3,2025-12-11,95.00,57,3,STF-0003,Visual,Communication,Detail orientation,Portfolio development,Showing steady improvement,In Development,2023-08-09T00:00:00.000Z,2023-09-08T00:00:00.000Z
SSK-715091,STU-000417,SKL-031,2025-02-26,2,2,5,2025-02-26,70.00,134,3,STF-0016,Mixed,Communication,Detail orientation,Portfolio development,,Needs Support,2023-10-25T00:00:00.000Z,2023-11-24T00:00:00.000Z
SSK-715094,STU-001418,SKL-025,2025-03-01,1,5,5,2025-03-01,73.00,137,6,STF-0044,Mixed,Attention to detail,Confidence,Project leadership role,Needs additional support,Needs Support,2023-10-28T00:00:00.000Z,2023-11-27T00:00:00.000Z
SSK-715169,STU-000186,SKL-027,2025-05-15,2,5,5,2025-05-15,97.00,11,4,STF-0027,Kinesthetic,Technical aptitude,Time management,Advanced training,,Proficient,2024-01-11T00:00:00.000Z,2024-02-10T00:00:00.000Z
SSK-715281,STU-001613,SKL-027,2025-09-04,2,2,3,2025-09-04,56.00,123,6,STF-0011,Reading/Writing,Technical aptitude,Time management,Advanced training,On track to meet goals,Advanced,2024-05-02T00:00:00.000Z,2024-06-01T00:00:00.000Z
SSK-715387,STU-001631,SKL-008,2025-12-19,2,3,4,2025-12-19,60.00,28,2,STF-0018,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Needs Support,2024-08-16T00:00:00.000Z,2024-09-15T00:00:00.000Z
SSK-715437,STU-001969,SKL-012,2025-02-07,2,3,3,2025-02-07,59.00,78,8,STF-0006,Auditory,Attention to detail,Confidence,Project leadership role,On track to meet goals,In Development,2024-10-05T00:00:00.000Z,2024-11-04T00:00:00.000Z
SSK-715478,STU-001631,SKL-036,2025-03-20,1,4,5,2025-03-20,100.00,119,5,STF-0049,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Advanced,2024-11-15T00:00:00.000Z,2024-12-15T00:00:00.000Z
SSK-715498,STU-000877,SKL-037,2025-04-09,1,4,4,2025-04-09,69.00,139,3,STF-0034,Mixed,Technical aptitude,Time management,Advanced training,Exceeding expectations,Not Started,2024-12-05T00:00:00.000Z,2025-01-04T00:00:00.000Z
SSK-715552,STU-000748,SKL-012,2025-06-02,1,3,4,2025-06-02,72.00,193,2,STF-0027,Kinesthetic,Problem solving,Communication,Certification prep,Exceeding expectations,Proficient,2025-01-28T00:00:00.000Z,2025-02-27T00:00:00.000Z
SSK-715556,STU-000778,SKL-008,2025-06-06,1,2,5,2025-06-06,76.00,197,6,STF-0011,Kinesthetic,Attention to detail,Confidence,Project leadership role,Needs additional support,Proficient,2025-02-01T00:00:00.000Z,2025-03-03T00:00:00.000Z
SSK-715606,STU-000417,SKL-021,2025-07-26,1,2,4,2025-07-26,75.00,46,1,STF-0048,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2025-03-23T00:00:00.000Z,2025-04-22T00:00:00.000Z
SSK-715653,STU-000996,SKL-011,2025-09-11,2,4,3,2025-09-11,71.00,93,4,STF-0035,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Proficient,2025-05-09T00:00:00.000Z,2025-06-08T00:00:00.000Z
SSK-715663,STU-000502,SKL-010,2025-09-21,2,4,4,2025-09-21,81.00,103,3,STF-0004,Kinesthetic,Team collaboration,Collaboration,Additional practice,Excellent progress,Proficient,2025-05-19T00:00:00.000Z,2025-06-18T00:00:00.000Z
SSK-715665,STU-000281,SKL-037,2025-09-23,2,1,3,2025-09-23,83.00,105,5,STF-0020,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2025-05-21T00:00:00.000Z,2025-06-20T00:00:00.000Z
SSK-715668,STU-001613,SKL-005,2025-09-26,1,4,3,2025-09-26,86.00,108,8,STF-0050,Kinesthetic,Attention to detail,Confidence,Project leadership role,Showing steady improvement,Proficient,2025-05-24T00:00:00.000Z,2025-06-23T00:00:00.000Z
SSK-715681,STU-001900,SKL-015,2025-10-09,2,2,4,2025-10-09,99.00,121,10,STF-0009,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2025-06-06T00:00:00.000Z,2025-07-06T00:00:00.000Z
SSK-715750,STU-000610,SKL-038,2025-12-17,1,1,4,2025-12-17,66.00,190,2,STF-0042,Kinesthetic,Technical aptitude,Time management,Advanced training,Exceeding expectations,Proficient,2025-08-14T00:00:00.000Z,2025-09-13T00:00:00.000Z
SSK-715761,STU-001869,SKL-030,2025-12-28,2,2,3,2025-12-28,77.00,0,2,STF-0013,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2025-08-25T00:00:00.000Z,2025-09-24T00:00:00.000Z
SSK-715777,STU-000379,SKL-021,2025-01-13,2,3,4,2025-01-13,93.00,16,7,STF-0049,Reading/Writing,Communication,Detail orientation,Portfolio development,Excellent progress,Advanced,2025-09-10T00:00:00.000Z,2025-10-10T00:00:00.000Z
SSK-715799,STU-001851,SKL-006,2025-02-04,2,5,5,2025-02-04,64.00,38,7,STF-0043,Mixed,Technical aptitude,Time management,Advanced training,,Not Started,2025-10-02T00:00:00.000Z,2025-11-01T00:00:00.000Z
SSK-715883,STU-000661,SKL-016,2025-04-29,2,4,5,2025-04-29,97.00,122,3,STF-0004,Reading/Writing,Technical aptitude,Time management,Advanced training,,Advanced,2025-12-25T00:00:00.000Z,2026-01-24T00:00:00.000Z
SSK-715900,STU-000356,SKL-018,2025-05-16,1,1,4,2025-05-16,63.00,139,9,STF-0018,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2022-01-11T00:00:00.000Z,2022-02-10T00:00:00.000Z
SSK-715904,STU-001133,SKL-033,2025-05-20,1,5,5,2025-05-20,67.00,143,2,STF-0010,Visual,Technical aptitude,Time management,Advanced training,Needs additional support,In Development,2022-01-15T00:00:00.000Z,2022-02-14T00:00:00.000Z
SSK-715937,STU-001124,SKL-005,2025-06-22,2,3,5,2025-06-22,100.00,176,2,STF-0008,Auditory,Problem solving,Communication,Certification prep,,In Development,2022-02-17T00:00:00.000Z,2022-03-19T00:00:00.000Z
SSK-716210,STU-001133,SKL-002,2025-03-22,1,1,5,2025-03-22,67.00,47,0,STF-0003,Visual,Problem solving,Communication,Certification prep,Needs additional support,In Development,2022-11-17T00:00:00.000Z,2022-12-17T00:00:00.000Z
SSK-716225,STU-001133,SKL-036,2025-04-06,2,1,5,2025-04-06,82.00,62,4,STF-0011,Visual,Communication,Detail orientation,Portfolio development,,In Development,2022-12-02T00:00:00.000Z,2023-01-01T00:00:00.000Z
SSK-716393,STU-000896,SKL-007,2025-09-21,2,4,5,2025-09-21,97.00,29,7,STF-0023,Mixed,Communication,Detail orientation,Portfolio development,,Needs Support,2023-05-19T00:00:00.000Z,2023-06-18T00:00:00.000Z
SSK-716440,STU-001262,SKL-007,2025-11-07,1,1,4,2025-11-07,93.00,76,10,STF-0025,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2023-07-05T00:00:00.000Z,2023-08-04T00:00:00.000Z
SSK-716456,STU-000968,SKL-030,2025-11-23,1,2,5,2025-11-23,58.00,92,4,STF-0021,Kinesthetic,Communication,Detail orientation,Portfolio development,Needs additional support,Proficient,2023-07-21T00:00:00.000Z,2023-08-20T00:00:00.000Z
SSK-716527,STU-001792,SKL-008,2025-02-02,2,3,4,2025-02-02,78.00,163,9,STF-0035,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2023-09-30T00:00:00.000Z,2023-10-30T00:00:00.000Z
SSK-716582,STU-000947,SKL-018,2025-03-29,1,3,5,2025-03-29,82.00,17,9,STF-0040,Reading/Writing,Communication,Detail orientation,Portfolio development,Needs additional support,Advanced,2023-11-24T00:00:00.000Z,2023-12-24T00:00:00.000Z
SSK-716626,STU-001900,SKL-008,2025-05-12,1,2,4,2025-05-12,75.00,61,9,STF-0034,Visual,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,In Development,2024-01-07T00:00:00.000Z,2024-02-06T00:00:00.000Z
SSK-716633,STU-001129,SKL-005,2025-05-19,2,4,5,2025-05-19,82.00,68,5,STF-0046,Auditory,Creative vision,Technical skills,Mentorship pairing,,In Development,2024-01-14T00:00:00.000Z,2024-02-13T00:00:00.000Z
SSK-716723,STU-000356,SKL-039,2025-08-17,2,4,5,2025-08-17,70.00,158,7,STF-0002,Visual,Technical aptitude,Time management,Advanced training,,In Development,2024-04-13T00:00:00.000Z,2024-05-13T00:00:00.000Z
SSK-716728,STU-000173,SKL-025,2025-08-22,1,4,4,2025-08-22,75.00,163,1,STF-0021,Visual,Problem solving,Communication,Certification prep,Exceeding expectations,In Development,2024-04-18T00:00:00.000Z,2024-05-18T00:00:00.000Z
SSK-716751,STU-000454,SKL-038,2025-09-14,2,2,3,2025-09-14,98.00,186,2,STF-0024,Kinesthetic,Technical aptitude,Time management,Advanced training,On track to meet goals,Proficient,2024-05-11T00:00:00.000Z,2024-06-10T00:00:00.000Z
SSK-716827,STU-001949,SKL-014,2025-11-29,2,3,4,2025-11-29,72.00,61,1,STF-0020,Visual,Communication,Detail orientation,Portfolio development,Excellent progress,In Development,2024-07-26T00:00:00.000Z,2024-08-25T00:00:00.000Z
SSK-716858,STU-001129,SKL-020,2025-12-30,1,4,5,2025-12-30,52.00,92,10,STF-0008,Kinesthetic,Attention to detail,Confidence,Project leadership role,Needs additional support,Proficient,2024-08-26T00:00:00.000Z,2024-09-25T00:00:00.000Z
SSK-716883,STU-001418,SKL-035,2025-01-24,2,4,3,2025-01-24,77.00,117,2,STF-0045,Reading/Writing,Communication,Detail orientation,Portfolio development,On track to meet goals,Advanced,2024-09-20T00:00:00.000Z,2024-10-20T00:00:00.000Z
SSK-716931,STU-000778,SKL-022,2025-03-13,2,2,3,2025-03-13,74.00,165,6,STF-0017,Auditory,Problem solving,Communication,Certification prep,On track to meet goals,In Development,2024-11-07T00:00:00.000Z,2024-12-07T00:00:00.000Z
SSK-716944,STU-000947,SKL-002,2025-03-26,1,5,4,2025-03-26,87.00,178,8,STF-0027,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2024-11-20T00:00:00.000Z,2024-12-20T00:00:00.000Z
SSK-716975,STU-000008,SKL-034,2025-04-26,2,1,5,2025-04-26,67.00,8,6,STF-0020,Reading/Writing,Technical aptitude,Time management,Advanced training,,Advanced,2024-12-21T00:00:00.000Z,2025-01-20T00:00:00.000Z
SSK-716998,STU-001426,SKL-012,2025-05-19,1,4,4,2025-05-19,90.00,31,7,STF-0006,Mixed,Attention to detail,Confidence,Project leadership role,Exceeding expectations,Not Started,2025-01-13T00:00:00.000Z,2025-02-12T00:00:00.000Z
SSK-717055,STU-000661,SKL-006,2025-07-15,2,1,4,2025-07-15,96.00,88,9,STF-0028,Kinesthetic,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2025-03-11T00:00:00.000Z,2025-04-10T00:00:00.000Z
SSK-717102,STU-001076,SKL-030,2025-08-31,1,3,3,2025-08-31,92.00,135,1,STF-0043,Visual,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,In Development,2025-04-27T00:00:00.000Z,2025-05-27T00:00:00.000Z
SSK-717113,STU-000968,SKL-030,2025-09-11,2,4,5,2025-09-11,52.00,146,1,STF-0044,Visual,Problem solving,Communication,Certification prep,,In Development,2025-05-08T00:00:00.000Z,2025-06-07T00:00:00.000Z
SSK-717143,STU-000968,SKL-009,2025-10-11,2,4,5,2025-10-11,82.00,176,9,STF-0047,Auditory,Technical aptitude,Time management,Advanced training,,Proficient,2025-06-07T00:00:00.000Z,2025-07-07T00:00:00.000Z
SSK-717150,STU-000968,SKL-013,2025-10-18,1,1,3,2025-10-18,89.00,183,5,STF-0036,Kinesthetic,Technical aptitude,Time management,Advanced training,Showing steady improvement,Proficient,2025-06-14T00:00:00.000Z,2025-07-14T00:00:00.000Z
SSK-717198,STU-001352,SKL-006,2025-12-05,1,4,3,2025-12-05,86.00,30,9,STF-0034,Mixed,Communication,Detail orientation,Portfolio development,Showing steady improvement,Not Started,2025-08-01T00:00:00.000Z,2025-08-31T00:00:00.000Z
SSK-717286,STU-000748,SKL-019,2025-03-03,1,2,4,2025-03-03,72.00,118,9,STF-0044,Reading/Writing,Fast learner,Focus,Peer tutoring,Exceeding expectations,Needs Support,2025-10-28T00:00:00.000Z,2025-11-27T00:00:00.000Z
SSK-717419,STU-000281,SKL-012,2025-07-14,2,5,5,2025-07-14,52.00,50,10,STF-0048,Visual,Fast learner,Focus,Peer tutoring,,In Development,2022-03-10T00:00:00.000Z,2022-04-09T00:00:00.000Z
SSK-717472,STU-000877,SKL-031,2025-09-05,1,3,4,2025-09-05,54.00,103,8,STF-0022,Kinesthetic,Technical aptitude,Time management,Advanced training,Exceeding expectations,Advanced,2022-05-02T00:00:00.000Z,2022-06-01T00:00:00.000Z
SSK-717488,STU-001245,SKL-017,2025-09-21,1,4,5,2025-09-21,70.00,119,2,STF-0023,Reading/Writing,Attention to detail,Confidence,Project leadership role,Needs additional support,Needs Support,2022-05-18T00:00:00.000Z,2022-06-17T00:00:00.000Z
SSK-717555,STU-001352,SKL-016,2025-11-27,2,1,3,2025-11-27,86.00,186,3,STF-0043,Kinesthetic,Communication,Detail orientation,Portfolio development,On track to meet goals,Proficient,2022-07-24T00:00:00.000Z,2022-08-23T00:00:00.000Z
SSK-717610,STU-000186,SKL-032,2025-01-21,1,1,4,2025-01-21,90.00,40,3,STF-0009,Visual,Problem solving,Communication,Certification prep,Exceeding expectations,In Development,2022-09-17T00:00:00.000Z,2022-10-17T00:00:00.000Z
SSK-717633,STU-001418,SKL-013,2025-02-13,2,4,3,2025-02-13,62.00,63,4,STF-0003,Auditory,Technical aptitude,Time management,Advanced training,On track to meet goals,In Development,2022-10-10T00:00:00.000Z,2022-11-09T00:00:00.000Z
SSK-717700,STU-001078,SKL-012,2025-04-21,1,1,4,2025-04-21,78.00,130,5,STF-0040,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2022-12-16T00:00:00.000Z,2023-01-15T00:00:00.000Z
SSK-717730,STU-000768,SKL-030,2025-05-21,1,1,4,2025-05-21,57.00,160,2,STF-0024,Auditory,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2023-01-15T00:00:00.000Z,2023-02-14T00:00:00.000Z
SSK-717760,STU-000949,SKL-004,2025-06-20,1,1,4,2025-06-20,87.00,190,10,STF-0005,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Proficient,2023-02-14T00:00:00.000Z,2023-03-16T00:00:00.000Z
SSK-717778,STU-001212,SKL-040,2025-07-08,1,4,4,2025-07-08,54.00,7,6,STF-0031,Reading/Writing,Problem solving,Communication,Certification prep,Exceeding expectations,Advanced,2023-03-04T00:00:00.000Z,2023-04-03T00:00:00.000Z
SSK-717816,STU-001792,SKL-007,2025-08-15,1,2,3,2025-08-15,92.00,45,0,STF-0026,Visual,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,In Development,2023-04-11T00:00:00.000Z,2023-05-11T00:00:00.000Z
SSK-717829,STU-001613,SKL-027,2025-08-28,2,5,4,2025-08-28,54.00,58,2,STF-0002,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2023-04-24T00:00:00.000Z,2023-05-24T00:00:00.000Z
SSK-717833,STU-001262,SKL-017,2025-09-01,2,4,5,2025-09-01,58.00,62,6,STF-0036,Auditory,Team collaboration,Collaboration,Additional practice,,In Development,2023-04-28T00:00:00.000Z,2023-05-28T00:00:00.000Z
SSK-717839,STU-000896,SKL-011,2025-09-07,2,5,5,2025-09-07,64.00,68,1,STF-0003,Auditory,Fast learner,Focus,Peer tutoring,,In Development,2023-05-04T00:00:00.000Z,2023-06-03T00:00:00.000Z
SSK-717846,STU-001616,SKL-017,2025-09-14,1,2,3,2025-09-14,71.00,75,8,STF-0031,Auditory,Fast learner,Focus,Peer tutoring,Showing steady improvement,Proficient,2023-05-11T00:00:00.000Z,2023-06-10T00:00:00.000Z
SSK-717874,STU-000173,SKL-006,2025-10-12,1,5,4,2025-10-12,99.00,103,3,STF-0049,Kinesthetic,Fast learner,Focus,Peer tutoring,Exceeding expectations,Advanced,2023-06-08T00:00:00.000Z,2023-07-08T00:00:00.000Z
SSK-717945,STU-001792,SKL-004,2025-12-22,2,1,3,2025-12-22,68.00,174,8,STF-0011,Auditory,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2023-08-18T00:00:00.000Z,2023-09-17T00:00:00.000Z
SSK-718024,STU-001613,SKL-035,2025-03-11,1,5,4,2025-03-11,96.00,52,10,STF-0027,Visual,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2023-11-05T00:00:00.000Z,2023-12-05T00:00:00.000Z
SSK-718032,STU-000778,SKL-018,2025-03-19,1,3,3,2025-03-19,53.00,60,7,STF-0034,Auditory,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2023-11-13T00:00:00.000Z,2023-12-13T00:00:00.000Z
SSK-718051,STU-000011,SKL-012,2025-04-07,2,2,4,2025-04-07,72.00,79,4,STF-0028,Kinesthetic,Problem solving,Communication,Certification prep,Excellent progress,Proficient,2023-12-02T00:00:00.000Z,2024-01-01T00:00:00.000Z
SSK-718086,STU-000968,SKL-002,2025-05-12,1,2,3,2025-05-12,56.00,114,6,STF-0021,Reading/Writing,Problem solving,Communication,Certification prep,Showing steady improvement,Needs Support,2024-01-06T00:00:00.000Z,2024-02-05T00:00:00.000Z
SSK-718094,STU-001869,SKL-030,2025-05-20,1,5,5,2025-05-20,64.00,122,3,STF-0015,Mixed,Communication,Detail orientation,Portfolio development,Needs additional support,Needs Support,2024-01-14T00:00:00.000Z,2024-02-13T00:00:00.000Z
SSK-718250,STU-001613,SKL-040,2025-10-23,1,1,5,2025-10-23,67.00,77,5,STF-0038,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2024-06-18T00:00:00.000Z,2024-07-18T00:00:00.000Z
SSK-718256,STU-001900,SKL-036,2025-10-29,1,2,5,2025-10-29,73.00,83,0,STF-0001,Kinesthetic,Technical aptitude,Time management,Advanced training,Needs additional support,Proficient,2024-06-24T00:00:00.000Z,2024-07-24T00:00:00.000Z
SSK-718271,STU-000176,SKL-005,2025-11-13,2,2,5,2025-11-13,88.00,98,4,STF-0028,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,,Advanced,2024-07-09T00:00:00.000Z,2024-08-08T00:00:00.000Z
SSK-718273,STU-001869,SKL-029,2025-11-15,2,4,4,2025-11-15,90.00,100,6,STF-0040,Kinesthetic,Fast learner,Focus,Peer tutoring,Excellent progress,Advanced,2024-07-11T00:00:00.000Z,2024-08-10T00:00:00.000Z
SSK-718276,STU-000661,SKL-034,2025-11-18,1,2,4,2025-11-18,93.00,103,9,STF-0032,Reading/Writing,Communication,Detail orientation,Portfolio development,Exceeding expectations,Advanced,2024-07-14T00:00:00.000Z,2024-08-13T00:00:00.000Z
SSK-718313,STU-000176,SKL-014,2025-12-25,2,4,5,2025-12-25,79.00,140,2,STF-0003,Visual,Creative vision,Technical skills,Mentorship pairing,,In Development,2024-08-20T00:00:00.000Z,2024-09-19T00:00:00.000Z
SSK-718338,STU-001426,SKL-008,2025-01-19,1,4,3,2025-01-19,53.00,165,5,STF-0034,Auditory,Problem solving,Communication,Certification prep,Showing steady improvement,In Development,2024-09-14T00:00:00.000Z,2024-10-14T00:00:00.000Z
SSK-718372,STU-001418,SKL-013,2025-02-22,1,3,4,2025-02-22,87.00,199,6,STF-0013,Kinesthetic,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Advanced,2024-10-18T00:00:00.000Z,2024-11-17T00:00:00.000Z
SSK-718413,STU-000896,SKL-024,2025-04-04,2,4,3,2025-04-04,77.00,39,3,STF-0030,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2024-11-28T00:00:00.000Z,2024-12-28T00:00:00.000Z
SSK-718416,STU-000176,SKL-007,2025-04-07,1,2,3,2025-04-07,80.00,42,6,STF-0006,Visual,Communication,Detail orientation,Portfolio development,Showing steady improvement,In Development,2024-12-01T00:00:00.000Z,2024-12-31T00:00:00.000Z
SSK-718474,STU-001851,SKL-014,2025-06-04,1,5,4,2025-06-04,87.00,100,9,STF-0032,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Exceeding expectations,Advanced,2025-01-28T00:00:00.000Z,2025-02-27T00:00:00.000Z
SSK-718481,STU-001631,SKL-002,2025-06-11,2,2,5,2025-06-11,94.00,107,5,STF-0041,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,,Advanced,2025-02-04T00:00:00.000Z,2025-03-06T00:00:00.000Z
SSK-718490,STU-000417,SKL-003,2025-06-20,1,1,5,2025-06-20,52.00,116,3,STF-0038,Mixed,Fast learner,Focus,Peer tutoring,Needs additional support,Needs Support,2025-02-13T00:00:00.000Z,2025-03-15T00:00:00.000Z
SSK-718585,STU-000322,SKL-031,2025-09-23,2,1,4,2025-09-23,96.00,10,10,STF-0049,Reading/Writing,Technical aptitude,Time management,Advanced training,Excellent progress,Needs Support,2025-05-19T00:00:00.000Z,2025-06-18T00:00:00.000Z
SSK-718620,STU-001245,SKL-026,2025-10-28,1,1,3,2025-10-28,80.00,45,1,STF-0017,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2025-06-23T00:00:00.000Z,2025-07-23T00:00:00.000Z
SSK-718662,STU-001792,SKL-022,2025-12-09,1,3,3,2025-12-09,71.00,87,10,STF-0009,Kinesthetic,Technical aptitude,Time management,Advanced training,Showing steady improvement,Proficient,2025-08-04T00:00:00.000Z,2025-09-03T00:00:00.000Z
SSK-718675,STU-001418,SKL-002,2025-12-22,2,1,4,2025-12-22,84.00,100,1,STF-0038,Reading/Writing,Communication,Detail orientation,Portfolio development,Excellent progress,Advanced,2025-08-17T00:00:00.000Z,2025-09-16T00:00:00.000Z
SSK-718703,STU-001078,SKL-038,2025-01-19,2,4,5,2025-01-19,61.00,128,7,STF-0012,Visual,Communication,Detail orientation,Portfolio development,,In Development,2025-09-14T00:00:00.000Z,2025-10-14T00:00:00.000Z
SSK-718739,STU-001900,SKL-040,2025-02-24,2,5,5,2025-02-24,97.00,164,10,STF-0002,Auditory,Technical aptitude,Time management,Advanced training,,In Development,2025-10-20T00:00:00.000Z,2025-11-19T00:00:00.000Z
SSK-718744,STU-001900,SKL-005,2025-03-01,1,5,4,2025-03-01,51.00,169,4,STF-0016,Auditory,Problem solving,Communication,Certification prep,Exceeding expectations,Proficient,2025-10-25T00:00:00.000Z,2025-11-24T00:00:00.000Z
SSK-718753,STU-000417,SKL-023,2025-03-10,2,4,4,2025-03-10,60.00,178,2,STF-0004,Kinesthetic,Technical aptitude,Time management,Advanced training,Excellent progress,Proficient,2025-11-03T00:00:00.000Z,2025-12-03T00:00:00.000Z
SSK-718830,STU-001616,SKL-004,2025-05-26,1,1,3,2025-05-26,86.00,54,2,STF-0012,Auditory,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2022-01-19T00:00:00.000Z,2022-02-18T00:00:00.000Z
SSK-718854,STU-001792,SKL-015,2025-06-19,1,5,3,2025-06-19,59.00,78,4,STF-0050,Kinesthetic,Fast learner,Focus,Peer tutoring,Showing steady improvement,Proficient,2022-02-12T00:00:00.000Z,2022-03-14T00:00:00.000Z
SSK-718882,STU-000322,SKL-017,2025-07-17,1,3,4,2025-07-17,87.00,106,10,STF-0035,Reading/Writing,Fast learner,Focus,Peer tutoring,Exceeding expectations,Advanced,2022-03-12T00:00:00.000Z,2022-04-11T00:00:00.000Z
SSK-718983,STU-001245,SKL-031,2025-10-26,2,4,3,2025-10-26,86.00,6,1,STF-0014,Reading/Writing,Communication,Detail orientation,Portfolio development,On track to meet goals,Advanced,2022-06-21T00:00:00.000Z,2022-07-21T00:00:00.000Z
SSK-718988,STU-001078,SKL-020,2025-10-31,1,4,5,2025-10-31,91.00,11,6,STF-0028,Reading/Writing,Team collaboration,Collaboration,Additional practice,Needs additional support,Needs Support,2022-06-26T00:00:00.000Z,2022-07-26T00:00:00.000Z
SSK-718999,STU-000227,SKL-001,2025-11-11,2,5,4,2025-11-11,51.00,22,6,STF-0019,Mixed,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Not Started,2022-07-07T00:00:00.000Z,2022-08-06T00:00:00.000Z
SSK-719015,STU-001262,SKL-027,2025-11-27,2,1,5,2025-11-27,67.00,38,0,STF-0041,Visual,Fast learner,Focus,Peer tutoring,,In Development,2022-07-23T00:00:00.000Z,2022-08-22T00:00:00.000Z
SSK-719040,STU-000356,SKL-003,2025-12-22,1,1,3,2025-12-22,92.00,63,3,STF-0044,Auditory,Technical aptitude,Time management,Advanced training,Showing steady improvement,Proficient,2022-08-17T00:00:00.000Z,2022-09-16T00:00:00.000Z
SSK-719057,STU-000011,SKL-022,2025-01-08,2,3,5,2025-01-08,58.00,80,9,STF-0004,Kinesthetic,Fast learner,Focus,Peer tutoring,,Proficient,2022-09-03T00:00:00.000Z,2022-10-03T00:00:00.000Z
SSK-719090,STU-001936,SKL-034,2025-02-10,1,1,5,2025-02-10,91.00,113,9,STF-0009,Mixed,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Needs Support,2022-10-06T00:00:00.000Z,2022-11-05T00:00:00.000Z
SSK-719106,STU-000996,SKL-008,2025-02-26,1,2,3,2025-02-26,56.00,129,3,STF-0007,Visual,Fast learner,Focus,Peer tutoring,Showing steady improvement,In Development,2022-10-22T00:00:00.000Z,2022-11-21T00:00:00.000Z
SSK-719193,STU-000322,SKL-038,2025-05-24,2,4,3,2025-05-24,92.00,15,2,STF-0006,Mixed,Communication,Detail orientation,Portfolio development,On track to meet goals,Needs Support,2023-01-17T00:00:00.000Z,2023-02-16T00:00:00.000Z
SSK-719199,STU-000968,SKL-002,2025-05-30,2,5,3,2025-05-30,98.00,21,8,STF-0041,Mixed,Problem solving,Communication,Certification prep,On track to meet goals,Not Started,2023-01-23T00:00:00.000Z,2023-02-22T00:00:00.000Z
SSK-719210,STU-000896,SKL-038,2025-06-10,1,1,5,2025-06-10,58.00,32,8,STF-0020,Visual,Attention to detail,Confidence,Project leadership role,Needs additional support,In Development,2023-02-03T00:00:00.000Z,2023-03-05T00:00:00.000Z
SSK-719218,STU-001851,SKL-012,2025-06-18,1,4,4,2025-06-18,66.00,40,5,STF-0028,Visual,Fast learner,Focus,Peer tutoring,Exceeding expectations,In Development,2023-02-11T00:00:00.000Z,2023-03-13T00:00:00.000Z
SSK-719240,STU-000322,SKL-005,2025-07-10,1,1,5,2025-07-10,88.00,62,5,STF-0042,Auditory,Team collaboration,Collaboration,Additional practice,Needs additional support,Proficient,2023-03-05T00:00:00.000Z,2023-04-04T00:00:00.000Z
SSK-719254,STU-000947,SKL-012,2025-07-24,1,5,4,2025-07-24,51.00,76,8,STF-0024,Kinesthetic,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2023-03-19T00:00:00.000Z,2023-04-18T00:00:00.000Z
