goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-041958,STU-000582,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-12-15,2026-05-11,null,Medium,43,2,0,MNT-0172,STF-0023,PRG-009,Resource access,Counseling,2025-12-15,2026-01-14,,Completed,2023-11-07T00:00:00.000Z,2023-11-21T00:00:00.000Z
GOL-041962,STU-000618,Personal Growth,College application completion,College application completion - Personal development goal for Better Youth student,2025-12-19,2026-01-27,null,Medium,47,6,4,null,STF-0001,PRG-003,Transportation,Mentoring,2025-12-19,2026-01-18,Revised timeline,Completed,2023-11-11T00:00:00.000Z,2023-11-25T00:00:00.000Z
GOL-042030,STU-001788,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-02-25,2025-07-22,null,Medium,14,4,0,null,STF-0040,PRG-001,None,Counseling,2025-02-25,2025-03-27,Ahead of schedule,Active,2024-01-18T00:00:00.000Z,2024-02-01T00:00:00.000Z
GOL-042031,STU-000844,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-26,2025-05-14,null,Medium,15,5,1,MNT-0101,STF-0029,null,None,Flexible scheduling,2025-02-26,2025-03-28,Needs attention,Active,2024-01-19T00:00:00.000Z,2024-02-02T00:00:00.000Z
GOL-042050,STU-000024,Skills Development,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-03-17,2025-08-08,2025-06-03,Medium,34,3,2,MNT-0097,STF-0030,PRG-008,Resource access,Mentoring,2025-03-17,2025-04-16,On track,Completed,2024-02-07T00:00:00.000Z,2024-02-21T00:00:00.000Z
GOL-042094,STU-002000,Leadership,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-04-30,2025-06-04,null,Low,78,5,1,null,STF-0005,PRG-002,Work schedule,Counseling,2025-04-30,2025-05-30,Needs attention,Cancelled,2024-03-22T00:00:00.000Z,2024-04-05T00:00:00.000Z
GOL-042099,STU-000582,Community,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-05-05,2025-10-31,null,Low,83,3,6,MNT-0168,STF-0047,PRG-015,Health issues,Equipment access,2025-05-05,2025-06-04,On track,Deferred,2024-03-27T00:00:00.000Z,2024-04-10T00:00:00.000Z
GOL-042129,STU-000746,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-04,2025-10-07,2025-12-10,High,12,5,0,MNT-0042,STF-0026,PRG-005,None,Tutoring,2025-06-04,2025-07-04,Needs attention,Active,2024-04-26T00:00:00.000Z,2024-05-10T00:00:00.000Z
GOL-042132,STU-000527,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-06-07,2025-09-17,2026-01-02,Medium,15,8,3,MNT-0072,STF-0049,null,None,Transportation,2025-06-07,2025-07-07,Excellent progress,Active,2024-04-29T00:00:00.000Z,2024-05-13T00:00:00.000Z
GOL-042426,STU-001032,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-03-28,2025-06-06,null,High,6,8,0,MNT-0051,STF-0036,PRG-013,None,Mentoring,2025-03-28,2025-04-27,Excellent progress,Active,2025-02-17T00:00:00.000Z,2025-03-03T00:00:00.000Z
GOL-042464,STU-001641,Personal Growth,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-05,2025-08-26,2025-06-04,Medium,44,4,2,MNT-0140,STF-0017,PRG-015,Transportation,None additional,2025-05-05,2025-06-04,Ahead of schedule,Completed,2025-03-27T00:00:00.000Z,2025-04-10T00:00:00.000Z
GOL-042485,STU-001234,Creative,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-05-26,2025-11-10,2025-09-13,Low,65,4,5,MNT-0072,STF-0019,PRG-014,Academic demands,Financial assistance,2025-05-26,2025-06-25,Ahead of schedule,On Hold,2025-04-17T00:00:00.000Z,2025-05-01T00:00:00.000Z
GOL-042506,STU-000838,Academic,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-06-16,2025-07-26,2025-09-23,High,86,4,8,null,STF-0031,PRG-015,None,Mentoring,2025-06-16,2025-07-16,Ahead of schedule,Active,2025-05-08T00:00:00.000Z,2025-05-22T00:00:00.000Z
GOL-042667,STU-001922,Financial,College application completion,College application completion - Personal development goal for Better Youth student,2025-11-24,2026-02-25,null,Medium,45,4,7,MNT-0064,STF-0007,null,Transportation,Equipment access,2025-11-24,2025-12-24,Ahead of schedule,Completed,2025-10-16T00:00:00.000Z,2025-10-30T00:00:00.000Z
GOL-042688,STU-000469,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-12-15,2026-05-01,null,Low,66,4,1,MNT-0044,STF-0043,PRG-012,Academic demands,None additional,2025-12-15,2026-01-14,Ahead of schedule,On Hold,2025-11-06T00:00:00.000Z,2025-11-20T00:00:00.000Z
GOL-042852,STU-001631,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-05-28,2025-09-13,null,Medium,28,7,3,MNT-0102,STF-0025,null,Resource access,Transportation,2025-05-28,2025-06-27,Additional support provided,Completed,2023-04-19T00:00:00.000Z,2023-05-03T00:00:00.000Z
GOL-042939,STU-000838,Skills Development,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-08-23,2025-09-22,2026-03-10,Medium,14,3,0,MNT-0099,STF-0009,PRG-009,Time constraints,Equipment access,2025-08-23,2025-09-22,On track,Active,2023-07-15T00:00:00.000Z,2023-07-29T00:00:00.000Z
GOL-042949,STU-001779,Skills Development,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-09-02,2025-12-06,2025-10-06,Medium,24,6,1,MNT-0015,STF-0048,PRG-008,Time constraints,Financial assistance,2025-09-02,2025-10-02,Revised timeline,Completed,2023-07-25T00:00:00.000Z,2023-08-08T00:00:00.000Z
GOL-042969,STU-001937,Financial,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-09-22,2026-04-17,2026-01-02,Medium,44,5,3,MNT-0154,STF-0022,PRG-005,Transportation,Tutoring,2025-09-22,2025-10-22,Needs attention,Completed,2023-08-14T00:00:00.000Z,2023-08-28T00:00:00.000Z
GOL-042997,STU-000527,Community,College application completion,College application completion - Personal development goal for Better Youth student,2025-10-20,2026-05-17,null,Low,72,5,4,null,STF-0029,null,Health issues,Financial assistance,2025-10-20,2025-11-19,Needs attention,Deferred,2023-09-11T00:00:00.000Z,2023-09-25T00:00:00.000Z
GOL-043111,STU-001937,Academic,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-11,2025-07-06,null,High,85,7,1,null,STF-0021,PRG-015,None,Flexible scheduling,2025-02-11,2025-03-13,Additional support provided,Active,2024-01-03T00:00:00.000Z,2024-01-17T00:00:00.000Z
GOL-043161,STU-000746,Personal Growth,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-04-02,2025-07-10,2025-06-14,Medium,34,8,6,null,STF-0050,PRG-014,Resource access,Tutoring,2025-04-02,2025-05-02,Excellent progress,Completed,2024-02-22T00:00:00.000Z,2024-03-07T00:00:00.000Z
GOL-043219,STU-000527,Career,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-05-30,2025-09-28,null,High,92,3,1,MNT-0076,STF-0007,PRG-002,None,Equipment access,2025-05-30,2025-06-29,On track,Active,2024-04-20T00:00:00.000Z,2024-05-04T00:00:00.000Z
GOL-043239,STU-000746,Skills Development,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-06-19,2025-11-22,2025-11-11,Medium,11,2,3,MNT-0043,STF-0023,null,Time constraints,Flexible scheduling,2025-06-19,2025-07-19,,Active,2024-05-10T00:00:00.000Z,2024-05-24T00:00:00.000Z
GOL-043244,STU-000474,Skills Development,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-06-24,2025-12-30,null,Medium,16,7,8,MNT-0010,STF-0002,PRG-004,Time constraints,Transportation,2025-06-24,2025-07-24,Additional support provided,Active,2024-05-15T00:00:00.000Z,2024-05-29T00:00:00.000Z
GOL-043285,STU-000838,Creative,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-08-04,2025-09-13,null,Low,57,6,4,MNT-0002,STF-0012,PRG-001,Academic demands,Financial assistance,2025-08-04,2025-09-03,Revised timeline,On Hold,2024-06-25T00:00:00.000Z,2024-07-09T00:00:00.000Z
GOL-043288,STU-001148,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-08-07,2026-01-23,2025-10-12,Low,60,2,7,MNT-0043,STF-0044,PRG-010,Academic demands,None additional,2025-08-07,2025-09-06,,On Hold,2024-06-28T00:00:00.000Z,2024-07-12T00:00:00.000Z
GOL-043316,STU-000527,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-09-04,2025-10-28,2025-09-27,High,88,2,8,MNT-0107,STF-0023,PRG-014,None,Transportation,2025-09-04,2025-10-04,,Active,2024-07-26T00:00:00.000Z,2024-08-09T00:00:00.000Z
GOL-043337,STU-000567,Skills Development,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-09-25,2025-12-02,null,Medium,8,2,2,null,STF-0001,PRG-011,Time constraints,Tutoring,2025-09-25,2025-10-25,,Active,2024-08-16T00:00:00.000Z,2024-08-30T00:00:00.000Z
GOL-043382,STU-001032,Creative,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-11-09,2026-01-20,2026-04-14,Low,53,5,2,MNT-0136,STF-0048,null,Academic demands,Counseling,2025-11-09,2025-12-09,Needs attention,On Hold,2024-09-30T00:00:00.000Z,2024-10-14T00:00:00.000Z
GOL-043402,STU-001788,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-11-29,2026-06-17,null,High,73,4,4,MNT-0038,STF-0020,PRG-003,None,Mentoring,2025-11-29,2025-12-29,Ahead of schedule,Active,2024-10-20T00:00:00.000Z,2024-11-03T00:00:00.000Z
GOL-043403,STU-000474,Academic,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-11-30,2026-01-13,2026-06-26,High,74,5,5,MNT-0089,STF-0043,PRG-015,None,Equipment access,2025-11-30,2025-12-30,Needs attention,Active,2024-10-21T00:00:00.000Z,2024-11-04T00:00:00.000Z
GOL-043454,STU-001532,Personal Growth,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-01-20,2025-07-05,2025-02-22,Medium,24,7,2,MNT-0121,STF-0049,PRG-003,Resource access,Counseling,2025-01-20,2025-02-19,Additional support provided,Completed,2024-12-11T00:00:00.000Z,2024-12-25T00:00:00.000Z
GOL-043464,STU-000838,Personal Growth,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-01-30,2025-04-28,2025-03-11,Medium,34,3,3,null,STF-0031,PRG-009,Transportation,None additional,2025-01-30,2025-03-01,On track,Completed,2024-12-21T00:00:00.000Z,2025-01-04T00:00:00.000Z
GOL-043495,STU-000186,Community,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-03-02,2025-08-17,null,Low,65,6,7,null,STF-0004,PRG-001,Work schedule,Flexible scheduling,2025-03-02,2025-04-01,Revised timeline,Deferred,2025-01-21T00:00:00.000Z,2025-02-04T00:00:00.000Z
GOL-043635,STU-000024,Skills Development,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-07-20,2026-01-25,2025-11-02,Medium,3,6,3,MNT-0143,STF-0012,PRG-004,Time constraints,Equipment access,2025-07-20,2025-08-19,Revised timeline,Active,2025-06-10T00:00:00.000Z,2025-06-24T00:00:00.000Z
GOL-043649,STU-000603,Skills Development,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-08-03,2025-12-16,null,Medium,17,6,8,null,STF-0049,PRG-001,Time constraints,Tutoring,2025-08-03,2025-09-02,Revised timeline,Completed,2025-06-24T00:00:00.000Z,2025-07-08T00:00:00.000Z
GOL-043653,STU-000567,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-08-07,2025-09-17,null,Medium,21,3,3,MNT-0101,STF-0049,PRG-008,Resource access,Financial assistance,2025-08-07,2025-09-06,On track,Completed,2025-06-28T00:00:00.000Z,2025-07-12T00:00:00.000Z
GOL-043668,STU-000062,Financial,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-08-22,2025-11-13,2025-09-18,Medium,36,4,0,null,STF-0026,PRG-001,Transportation,Transportation,2025-08-22,2025-09-21,Ahead of schedule,Completed,2025-07-13T00:00:00.000Z,2025-07-27T00:00:00.000Z
GOL-043777,STU-002000,Health/Wellness,College application completion,College application completion - Personal development goal for Better Youth student,2025-12-09,2026-03-19,null,Medium,44,8,1,MNT-0143,STF-0021,PRG-015,Personal challenges,Tutoring,2025-12-09,2026-01-08,Excellent progress,Completed,2025-10-30T00:00:00.000Z,2025-11-13T00:00:00.000Z
GOL-043803,STU-001138,Academic,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-01-04,2025-03-07,null,High,70,6,0,MNT-0144,STF-0021,PRG-015,None,Equipment access,2025-01-04,2025-02-03,Revised timeline,Active,2025-11-25T00:00:00.000Z,2025-12-09T00:00:00.000Z
GOL-043831,STU-000469,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-01,2025-05-15,null,Medium,98,6,1,null,STF-0045,PRG-013,None,Flexible scheduling,2025-02-01,2025-03-03,Revised timeline,Active,2025-12-23T00:00:00.000Z,2026-01-06T00:00:00.000Z
GOL-043900,STU-000794,Academic,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-04-11,2025-09-30,2025-10-31,High,66,5,7,null,STF-0014,null,None,Transportation,2025-04-11,2025-05-11,Needs attention,Active,2023-03-02T00:00:00.000Z,2023-03-16T00:00:00.000Z
GOL-043960,STU-001532,Personal Growth,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-06-10,2025-09-22,null,Medium,25,2,4,MNT-0162,STF-0024,PRG-007,Resource access,None additional,2025-06-10,2025-07-10,,Completed,2023-05-01T00:00:00.000Z,2023-05-15T00:00:00.000Z
GOL-044165,STU-001768,Financial,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-01-01,2025-04-13,null,Medium,28,4,2,MNT-0051,STF-0041,PRG-008,Transportation,Financial assistance,2025-01-01,2025-01-31,Ahead of schedule,Completed,2023-11-22T00:00:00.000Z,2023-12-06T00:00:00.000Z
GOL-044168,STU-001032,Financial,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-01-04,2025-07-17,2025-02-20,Medium,31,7,5,MNT-0079,STF-0013,null,Transportation,None additional,2025-01-04,2025-02-03,Additional support provided,Completed,2023-11-25T00:00:00.000Z,2023-12-09T00:00:00.000Z
GOL-044282,STU-000618,Creative,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-04-28,2025-10-04,null,Low,44,2,2,MNT-0025,STF-0037,PRG-013,Academic demands,Mentoring,2025-04-28,2025-05-28,,On Hold,2024-03-18T00:00:00.000Z,2024-04-01T00:00:00.000Z
GOL-044283,STU-000844,Creative,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-04-29,2025-06-25,2025-10-27,Low,45,3,3,MNT-0196,STF-0042,PRG-006,Academic demands,Equipment access,2025-04-29,2025-05-29,On track,On Hold,2024-03-19T00:00:00.000Z,2024-04-02T00:00:00.000Z
GOL-044325,STU-001922,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-06-10,2025-08-18,2025-07-27,High,87,3,0,MNT-0041,STF-0002,PRG-005,None,Financial assistance,2025-06-10,2025-07-10,On track,Active,2024-04-30T00:00:00.000Z,2024-05-14T00:00:00.000Z
GOL-044349,STU-000983,Skills Development,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-07-04,2025-12-14,2025-11-27,Medium,10,6,6,MNT-0147,STF-0026,null,Time constraints,Financial assistance,2025-07-04,2025-08-03,Revised timeline,Completed,2024-05-24T00:00:00.000Z,2024-06-07T00:00:00.000Z
GOL-044395,STU-000765,Community,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-08-19,2025-10-06,2025-10-01,Low,56,3,7,MNT-0186,STF-0022,PRG-009,Work schedule,Equipment access,2025-08-19,2025-09-18,On track,Deferred,2024-07-09T00:00:00.000Z,2024-07-23T00:00:00.000Z
GOL-044623,STU-001102,Career,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-04-04,2025-06-28,2025-05-19,High,82,7,1,null,STF-0038,PRG-012,None,Flexible scheduling,2025-04-04,2025-05-04,Additional support provided,Active,2025-02-22T00:00:00.000Z,2025-03-08T00:00:00.000Z
GOL-044648,STU-000582,Skills Development,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-04-29,2025-11-17,2025-09-16,Medium,6,4,8,MNT-0135,STF-0039,PRG-001,Time constraints,None additional,2025-04-29,2025-05-29,Ahead of schedule,Completed,2025-03-19T00:00:00.000Z,2025-04-02T00:00:00.000Z
GOL-044653,STU-001017,Personal Growth,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-05-04,2025-09-16,2025-11-20,Medium,11,2,4,MNT-0166,STF-0010,PRG-012,Resource access,Financial assistance,2025-05-04,2025-06-03,,Completed,2025-03-24T00:00:00.000Z,2025-04-07T00:00:00.000Z
GOL-044689,STU-000474,Creative,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-06-09,2025-11-12,2025-07-27,Low,47,3,4,null,STF-0023,PRG-010,Academic demands,Tutoring,2025-06-09,2025-07-09,On track,On Hold,2025-04-29T00:00:00.000Z,2025-05-13T00:00:00.000Z
GOL-044711,STU-001631,Academic,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-07-01,2025-08-29,2025-10-02,High,69,4,8,null,STF-0048,PRG-006,None,Flexible scheduling,2025-07-01,2025-07-31,Ahead of schedule,Active,2025-05-21T00:00:00.000Z,2025-06-04T00:00:00.000Z
GOL-044713,STU-001225,Academic,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-07-03,2025-08-30,null,High,71,6,1,null,STF-0004,PRG-001,None,Tutoring,2025-07-03,2025-08-02,Revised timeline,Active,2025-05-23T00:00:00.000Z,2025-06-06T00:00:00.000Z
GOL-044727,STU-000746,Career,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-07-17,2025-12-10,null,High,85,6,6,null,STF-0030,PRG-005,None,Flexible scheduling,2025-07-17,2025-08-16,Revised timeline,Active,2025-06-06T00:00:00.000Z,2025-06-20T00:00:00.000Z
GOL-044779,STU-001641,Health/Wellness,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-09-07,2026-02-20,null,Medium,36,2,4,MNT-0077,STF-0040,null,Personal challenges,Equipment access,2025-09-07,2025-10-07,,Completed,2025-07-28T00:00:00.000Z,2025-08-11T00:00:00.000Z
GOL-044807,STU-000305,Academic,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-10-05,2026-01-29,2026-05-07,High,64,2,5,MNT-0066,STF-0028,PRG-005,None,Flexible scheduling,2025-10-05,2025-11-04,,Active,2025-08-25T00:00:00.000Z,2025-09-08T00:00:00.000Z
GOL-044853,STU-000618,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-11-20,2026-02-09,2025-12-24,Medium,9,6,6,MNT-0098,STF-0032,PRG-009,Resource access,Financial assistance,2025-11-20,2025-12-20,Revised timeline,Completed,2025-10-10T00:00:00.000Z,2025-10-24T00:00:00.000Z
GOL-044906,STU-001937,Academic,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-01-12,2025-06-11,2025-05-18,High,62,3,5,MNT-0084,STF-0014,PRG-003,None,Mentoring,2025-01-12,2025-02-11,On track,Active,2025-12-02T00:00:00.000Z,2025-12-16T00:00:00.000Z
GOL-044926,STU-000187,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-02-01,2025-04-17,null,High,82,2,7,MNT-0091,STF-0036,PRG-013,None,Counseling,2025-02-01,2025-03-03,,Active,2025-12-22T00:00:00.000Z,2026-01-05T00:00:00.000Z
GOL-044942,STU-001917,Skills Development,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-02-17,2025-06-07,null,Medium,98,4,5,MNT-0130,STF-0017,PRG-007,Time constraints,Counseling,2025-02-17,2025-03-19,Ahead of schedule,Active,2023-01-07T00:00:00.000Z,2023-01-21T00:00:00.000Z
GOL-044973,STU-001922,Health/Wellness,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-03-20,2025-07-12,null,Medium,28,7,0,null,STF-0039,PRG-006,Personal challenges,Financial assistance,2025-03-20,2025-04-19,Additional support provided,Completed,2023-02-07T00:00:00.000Z,2023-02-21T00:00:00.000Z
GOL-044976,STU-001532,Health/Wellness,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-03-23,2025-08-30,null,Medium,31,3,3,null,STF-0014,PRG-006,Personal challenges,None additional,2025-03-23,2025-04-22,On track,Completed,2023-02-10T00:00:00.000Z,2023-02-24T00:00:00.000Z
GOL-455016,STU-000567,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-08-15,2025-12-09,null,High,11,4,3,null,STF-0025,PRG-005,None,None additional,2025-08-15,2025-09-14,Ahead of schedule,Active,2023-06-26T00:00:00.000Z,2023-07-10T00:00:00.000Z
GOL-455021,STU-001102,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-08-20,2025-11-27,null,High,16,2,8,null,STF-0040,PRG-015,None,Financial assistance,2025-08-20,2025-09-19,,Active,2023-07-01T00:00:00.000Z,2023-07-15T00:00:00.000Z
GOL-455079,STU-001150,Health/Wellness,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-10-17,2025-11-16,null,Medium,74,4,3,MNT-0158,STF-0041,PRG-005,Personal challenges,Flexible scheduling,2025-10-17,2025-11-16,Ahead of schedule,Completed,2023-08-28T00:00:00.000Z,2023-09-11T00:00:00.000Z
GOL-455091,STU-001913,Leadership,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-10-29,2026-04-22,null,Low,86,2,6,MNT-0019,STF-0035,PRG-010,Work schedule,Equipment access,2025-10-29,2025-11-28,,Cancelled,2023-09-09T00:00:00.000Z,2023-09-23T00:00:00.000Z
GOL-455179,STU-000527,Health/Wellness,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-01-25,2025-04-11,2025-05-02,Medium,73,6,4,MNT-0058,STF-0011,PRG-010,Personal challenges,Equipment access,2025-01-25,2025-02-24,Revised timeline,Completed,2023-12-06T00:00:00.000Z,2023-12-20T00:00:00.000Z
GOL-455187,STU-001631,Creative,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-02-02,2025-03-31,2025-07-19,Low,81,7,3,null,STF-0015,PRG-002,Academic demands,Equipment access,2025-02-02,2025-03-04,Additional support provided,On Hold,2023-12-14T00:00:00.000Z,2023-12-28T00:00:00.000Z
GOL-455202,STU-000527,Academic,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-02-17,2025-04-27,2025-06-13,High,96,8,0,MNT-0070,STF-0024,PRG-012,None,Mentoring,2025-02-17,2025-03-19,Excellent progress,Active,2023-12-29T00:00:00.000Z,2024-01-12T00:00:00.000Z
GOL-455221,STU-001768,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-03-08,2025-05-17,null,High,14,6,1,MNT-0126,STF-0001,null,None,Financial assistance,2025-03-08,2025-04-07,Revised timeline,Active,2024-01-17T00:00:00.000Z,2024-01-31T00:00:00.000Z
GOL-455226,STU-001937,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-03-13,2025-05-15,null,High,19,4,6,MNT-0040,STF-0036,PRG-003,None,Mentoring,2025-03-13,2025-04-12,Ahead of schedule,Active,2024-01-22T00:00:00.000Z,2024-02-05T00:00:00.000Z
GOL-455301,STU-001937,Academic,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-05-27,2025-07-01,null,High,94,2,0,MNT-0129,STF-0049,null,None,Financial assistance,2025-05-27,2025-06-26,,Active,2024-04-06T00:00:00.000Z,2024-04-20T00:00:00.000Z
GOL-455333,STU-001138,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-06-28,2025-12-19,2025-12-24,Medium,25,6,5,MNT-0015,STF-0019,PRG-011,None,Financial assistance,2025-06-28,2025-07-28,Revised timeline,Active,2024-05-08T00:00:00.000Z,2024-05-22T00:00:00.000Z
GOL-455442,STU-001917,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-10-15,2026-02-28,2026-01-19,Medium,33,3,6,null,STF-0019,PRG-004,Time constraints,Mentoring,2025-10-15,2025-11-14,On track,Active,2024-08-25T00:00:00.000Z,2024-09-08T00:00:00.000Z
GOL-455472,STU-000187,Financial,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-11-14,2026-03-10,null,Medium,63,5,0,null,STF-0010,null,Personal challenges,None additional,2025-11-14,2025-12-14,Needs attention,Completed,2024-09-24T00:00:00.000Z,2024-10-08T00:00:00.000Z
GOL-455493,STU-000746,Leadership,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-12-05,2026-01-11,null,Low,84,5,3,MNT-0002,STF-0044,PRG-006,Work schedule,Financial assistance,2025-12-05,2026-01-04,Needs attention,Cancelled,2024-10-15T00:00:00.000Z,2024-10-29T00:00:00.000Z
GOL-455498,STU-000186,Community,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-12-10,2026-02-20,null,Low,89,3,8,MNT-0197,STF-0019,PRG-002,Health issues,Mentoring,2025-12-10,2026-01-09,On track,Deferred,2024-10-20T00:00:00.000Z,2024-11-03T00:00:00.000Z
GOL-455529,STU-000469,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-01-10,2025-05-19,null,High,19,6,3,MNT-0150,STF-0028,null,None,Tutoring,2025-01-10,2025-02-09,Revised timeline,Active,2024-11-20T00:00:00.000Z,2024-12-04T00:00:00.000Z
GOL-455550,STU-000568,Skills Development,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-01-31,2025-07-06,null,Medium,40,6,6,MNT-0153,STF-0045,PRG-001,Resource access,Counseling,2025-01-31,2025-03-02,Revised timeline,Completed,2024-12-11T00:00:00.000Z,2024-12-25T00:00:00.000Z
GOL-455580,STU-000844,Creative,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-03-02,2025-07-26,2025-07-16,Low,70,8,0,MNT-0035,STF-0001,PRG-007,Personal challenges,Transportation,2025-03-02,2025-04-01,Excellent progress,On Hold,2025-01-10T00:00:00.000Z,2025-01-24T00:00:00.000Z
GOL-455591,STU-001891,Leadership,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-03-13,2025-06-16,2025-06-28,Low,81,5,2,null,STF-0006,PRG-009,Work schedule,Flexible scheduling,2025-03-13,2025-04-12,Needs attention,Cancelled,2025-01-21T00:00:00.000Z,2025-02-04T00:00:00.000Z
GOL-455690,STU-000618,Leadership,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-06-20,2025-09-19,null,Low,79,6,2,MNT-0053,STF-0018,PRG-010,Work schedule,Mentoring,2025-06-20,2025-07-20,Revised timeline,Cancelled,2025-04-30T00:00:00.000Z,2025-05-14T00:00:00.000Z
GOL-455786,STU-000838,Creative,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-09-24,2026-01-07,null,Low,74,4,8,MNT-0170,STF-0005,PRG-013,Academic demands,Mentoring,2025-09-24,2025-10-24,Ahead of schedule,On Hold,2025-08-04T00:00:00.000Z,2025-08-18T00:00:00.000Z
