student_cert_id,student_id,certification_id,attempt_date,attempt_number,exam_score,passed,issue_date,expiration_date,certificate_number,verified_by_staff_id,digital_badge_issued,badge_url,linked_to_portfolio,employer_verified,renewal_reminder_sent,status,notes,created_at,updated_at
SCR-97785,STU-001229,CRT-002,2025-01-20,1,81.00,true,2025-01-27,null,CERT-1077854,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1077854,true,false,false,Active,Excellent performance,2023-03-22T00:00:00.000Z,2023-03-29T00:00:00.000Z
SCR-97790,STU-000221,CRT-006,2025-03-15,1,84.00,true,2025-03-21,2026-04-08,CERT-1077908,STF-0013,true,https://badges.betteryouth.org/verify/CERT-1077908,true,true,true,Active,Recommended for advanced certification,2023-05-15T00:00:00.000Z,2023-05-22T00:00:00.000Z
SCR-97804,STU-001372,CRT-015,2025-08-01,1,70.00,true,2025-08-13,null,CERT-1078047,STF-0045,true,https://badges.betteryouth.org/verify/CERT-1078047,true,false,false,Active,Improved from previous attempt,2023-10-01T00:00:00.000Z,2023-10-08T00:00:00.000Z
SCR-97812,STU-001113,CRT-012,2025-10-19,1,98.00,true,2025-11-02,2028-10-05,CERT-1078126,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1078126,true,false,true,Active,First attempt success,2023-12-19T00:00:00.000Z,2023-12-26T00:00:00.000Z
SCR-97816,STU-000221,CRT-018,2025-11-23,1,82.00,true,2025-12-02,2028-05-26,CERT-1078161,STF-0014,true,https://badges.betteryouth.org/verify/CERT-1078161,true,false,false,Active,First attempt success,2024-01-23T00:00:00.000Z,2024-01-30T00:00:00.000Z
SCR-97819,STU-001217,CRT-014,2025-12-26,2,64.00,false,2026-01-08,2027-07-13,CERT-1078194,STF-0018,false,https://badges.betteryouth.org/verify/CERT-1078194,false,false,false,Pending Renewal,Excellent performance,2024-02-25T00:00:00.000Z,2024-03-03T00:00:00.000Z
SCR-97822,STU-001784,CRT-009,2025-01-29,1,98.00,true,2025-02-09,2027-05-06,CERT-1078228,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1078228,true,false,true,Active,Recommended for advanced certification,2024-03-30T00:00:00.000Z,2024-04-06T00:00:00.000Z
SCR-97823,STU-001673,CRT-002,2025-02-07,1,56.00,true,2025-02-17,2027-08-28,CERT-1078237,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1078237,true,false,false,Active,Improved from previous attempt,2024-04-08T00:00:00.000Z,2024-04-15T00:00:00.000Z
SCR-97824,STU-001166,CRT-014,2025-02-13,1,62.00,true,2025-02-15,null,CERT-1078243,STF-0033,true,https://badges.betteryouth.org/verify/CERT-1078243,true,false,false,Active,Recommended for advanced certification,2024-04-14T00:00:00.000Z,2024-04-21T00:00:00.000Z
SCR-97828,STU-001063,CRT-013,2025-03-24,2,50.00,false,2025-03-27,null,CERT-1078282,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1078282,false,false,false,Expired,Improved from previous attempt,2024-05-23T00:00:00.000Z,2024-05-30T00:00:00.000Z
SCR-97830,STU-000694,CRT-012,2025-04-13,1,70.00,true,2025-04-14,2027-12-17,CERT-1078302,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1078302,true,true,true,Active,Improved from previous attempt,2024-06-12T00:00:00.000Z,2024-06-19T00:00:00.000Z
SCR-97833,STU-000866,CRT-010,2025-05-16,1,52.00,true,2025-05-21,null,CERT-1078335,STF-0022,true,https://badges.betteryouth.org/verify/CERT-1078335,true,false,false,Active,,2024-07-15T00:00:00.000Z,2024-07-22T00:00:00.000Z
SCR-97845,STU-000703,CRT-001,2025-09-12,1,69.00,true,2025-09-25,2028-06-30,CERT-1078454,STF-0041,true,https://badges.betteryouth.org/verify/CERT-1078454,true,false,false,Active,Excellent performance,2024-11-11T00:00:00.000Z,2024-11-18T00:00:00.000Z
SCR-97847,STU-000515,CRT-013,2025-10-05,2,92.00,true,2025-10-12,null,CERT-1078477,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1078477,false,false,false,Expired,Improved from previous attempt,2024-12-04T00:00:00.000Z,2024-12-11T00:00:00.000Z
SCR-97848,STU-001784,CRT-005,2025-10-14,2,50.00,false,2025-10-21,2027-04-12,CERT-1078486,STF-0031,false,https://badges.betteryouth.org/verify/CERT-1078486,false,false,false,Revoked,First attempt success,2024-12-13T00:00:00.000Z,2024-12-20T00:00:00.000Z
SCR-97849,STU-001176,CRT-012,2025-10-21,2,57.00,false,2025-11-03,2027-02-04,CERT-1078493,STF-0013,false,https://badges.betteryouth.org/verify/CERT-1078493,false,false,false,Pending Renewal,Recommended for advanced certification,2024-12-20T00:00:00.000Z,2024-12-27T00:00:00.000Z
SCR-97851,STU-000405,CRT-012,2025-11-11,1,78.00,true,2025-11-19,null,CERT-1078514,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1078514,true,true,true,Active,Excellent performance,2025-01-10T00:00:00.000Z,2025-01-17T00:00:00.000Z
SCR-97853,STU-001618,CRT-019,2025-11-27,1,94.00,true,2025-12-09,2027-01-08,CERT-1078530,STF-0003,true,https://badges.betteryouth.org/verify/CERT-1078530,true,false,false,Active,,2025-01-26T00:00:00.000Z,2025-02-02T00:00:00.000Z
SCR-97855,STU-001133,CRT-007,2025-12-24,1,70.00,true,2026-01-01,2028-04-25,CERT-1078557,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1078557,true,false,false,Active,Improved from previous attempt,2025-02-22T00:00:00.000Z,2025-03-01T00:00:00.000Z
SCR-97856,STU-001930,CRT-001,2025-12-28,1,74.00,true,2026-01-04,null,CERT-1078561,STF-0015,true,https://badges.betteryouth.org/verify/CERT-1078561,true,false,false,Active,First attempt success,2025-02-26T00:00:00.000Z,2025-03-05T00:00:00.000Z
SCR-97856,STU-001673,CRT-001,2025-01-03,1,80.00,true,2025-01-09,2027-02-12,CERT-1078567,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1078567,true,false,false,Active,Improved from previous attempt,2025-03-04T00:00:00.000Z,2025-03-11T00:00:00.000Z
SCR-97859,STU-001550,CRT-005,2025-01-31,3,57.00,false,2025-02-08,2027-02-24,CERT-1078595,STF-0032,false,https://badges.betteryouth.org/verify/CERT-1078595,false,false,false,Pending Renewal,,2025-04-01T00:00:00.000Z,2025-04-08T00:00:00.000Z
SCR-97862,STU-000165,CRT-008,2025-02-25,1,82.00,true,2025-02-26,2026-10-06,CERT-1078620,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1078620,true,false,true,Active,,2025-04-26T00:00:00.000Z,2025-05-03T00:00:00.000Z
SCR-97864,STU-000258,CRT-003,2025-03-17,1,51.00,true,2025-03-31,2027-04-05,CERT-1078640,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1078640,true,false,false,Active,,2025-05-16T00:00:00.000Z,2025-05-23T00:00:00.000Z
SCR-97869,STU-001360,CRT-002,2025-05-14,3,58.00,false,2025-05-26,2026-11-30,CERT-1078698,STF-0047,false,https://badges.betteryouth.org/verify/CERT-1078698,false,false,false,Pending Renewal,Recommended for advanced certification,2025-07-13T00:00:00.000Z,2025-07-20T00:00:00.000Z
SCR-97871,STU-001359,CRT-009,2025-05-26,1,70.00,true,2025-06-03,2026-10-29,CERT-1078710,STF-0036,true,https://badges.betteryouth.org/verify/CERT-1078710,true,true,true,Active,,2025-07-25T00:00:00.000Z,2025-08-01T00:00:00.000Z
SCR-97875,STU-001229,CRT-004,2025-07-11,1,65.00,true,2025-07-14,2026-11-19,CERT-1078756,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1078756,true,false,false,Active,First attempt success,2025-09-09T00:00:00.000Z,2025-09-16T00:00:00.000Z
SCR-97877,STU-000438,CRT-007,2025-08-03,2,88.00,true,2025-08-11,2026-08-14,CERT-1078779,STF-0040,true,https://badges.betteryouth.org/verify/CERT-1078779,false,false,false,Expired,Excellent performance,2025-10-02T00:00:00.000Z,2025-10-09T00:00:00.000Z
SCR-97890,STU-000596,CRT-013,2025-12-11,1,65.00,true,2025-12-23,2028-08-02,CERT-1078909,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1078909,true,true,true,Active,Excellent performance,2022-02-09T00:00:00.000Z,2022-02-16T00:00:00.000Z
SCR-97891,STU-000316,CRT-018,2025-12-15,1,69.00,true,2025-12-28,2028-12-19,CERT-1078913,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1078913,true,true,true,Active,Recommended for advanced certification,2022-02-13T00:00:00.000Z,2022-02-20T00:00:00.000Z
SCR-97891,STU-001969,CRT-001,2025-12-16,1,70.00,true,2025-12-30,null,CERT-1078914,STF-0019,true,https://badges.betteryouth.org/verify/CERT-1078914,true,true,true,Active,Excellent performance,2022-02-14T00:00:00.000Z,2022-02-21T00:00:00.000Z
SCR-97893,STU-001063,CRT-018,2025-01-08,1,93.00,true,2025-01-10,null,CERT-1078937,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1078937,true,false,false,Active,Improved from previous attempt,2022-03-09T00:00:00.000Z,2022-03-16T00:00:00.000Z
SCR-97898,STU-001618,CRT-001,2025-03-01,2,94.00,false,2025-03-03,2027-06-07,CERT-1078989,STF-0011,false,https://badges.betteryouth.org/verify/CERT-1078989,false,false,false,Pending Renewal,Excellent performance,2022-04-30T00:00:00.000Z,2022-05-07T00:00:00.000Z
SCR-97903,STU-001217,CRT-008,2025-04-13,1,86.00,true,2025-04-19,2028-02-08,CERT-1079032,STF-0030,true,https://badges.betteryouth.org/verify/CERT-1079032,true,false,false,Active,Improved from previous attempt,2022-06-12T00:00:00.000Z,2022-06-19T00:00:00.000Z
SCR-97908,STU-000169,CRT-002,2025-06-08,2,91.00,false,2025-06-15,null,CERT-1079088,STF-0008,false,https://badges.betteryouth.org/verify/CERT-1079088,false,false,false,Pending Renewal,Recommended for advanced certification,2022-08-07T00:00:00.000Z,2022-08-14T00:00:00.000Z
SCR-97914,STU-000596,CRT-003,2025-08-01,1,94.00,true,2025-08-03,2027-02-09,CERT-1079142,STF-0038,true,https://badges.betteryouth.org/verify/CERT-1079142,true,false,false,Active,Improved from previous attempt,2022-09-30T00:00:00.000Z,2022-10-07T00:00:00.000Z
SCR-97915,STU-001550,CRT-004,2025-08-14,1,56.00,true,2025-08-26,null,CERT-1079155,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1079155,true,false,false,Active,,2022-10-13T00:00:00.000Z,2022-10-20T00:00:00.000Z
SCR-97917,STU-001880,CRT-015,2025-09-04,2,77.00,true,2025-09-16,2028-04-16,CERT-1079176,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1079176,false,false,false,Expired,First attempt success,2022-11-03T00:00:00.000Z,2022-11-10T00:00:00.000Z
SCR-97917,STU-001133,CRT-009,2025-09-06,2,79.00,true,2025-09-07,2028-08-20,CERT-1079178,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1079178,false,false,false,Expired,Recommended for advanced certification,2022-11-05T00:00:00.000Z,2022-11-12T00:00:00.000Z
SCR-97918,STU-000515,CRT-017,2025-09-08,2,81.00,false,2025-09-12,2027-05-03,CERT-1079180,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1079180,false,false,false,Expired,,2022-11-07T00:00:00.000Z,2022-11-14T00:00:00.000Z
SCR-97918,STU-000405,CRT-019,2025-09-10,2,83.00,false,2025-09-18,2027-03-08,CERT-1079182,STF-0037,true,https://badges.betteryouth.org/verify/CERT-1079182,false,false,false,Expired,Improved from previous attempt,2022-11-09T00:00:00.000Z,2022-11-16T00:00:00.000Z
SCR-97921,STU-001930,CRT-001,2025-10-10,1,62.00,true,2025-10-21,2027-12-07,CERT-1079212,STF-0048,true,https://badges.betteryouth.org/verify/CERT-1079212,true,true,true,Active,Improved from previous attempt,2022-12-09T00:00:00.000Z,2022-12-16T00:00:00.000Z
SCR-97927,STU-000694,CRT-009,2025-12-13,2,75.00,true,2025-12-26,null,CERT-1079276,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1079276,false,false,false,Expired,First attempt success,2023-02-11T00:00:00.000Z,2023-02-18T00:00:00.000Z
SCR-97932,STU-001229,CRT-019,2025-02-02,1,75.00,true,2025-02-13,2026-04-26,CERT-1079327,STF-0042,true,https://badges.betteryouth.org/verify/CERT-1079327,true,false,true,Active,Improved from previous attempt,2023-04-03T00:00:00.000Z,2023-04-10T00:00:00.000Z
SCR-97936,STU-001969,CRT-001,2025-03-13,1,63.00,true,2025-03-14,2026-06-28,CERT-1079366,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1079366,true,false,false,Active,First attempt success,2023-05-12T00:00:00.000Z,2023-05-19T00:00:00.000Z
SCR-97938,STU-000405,CRT-012,2025-03-29,2,79.00,false,2025-04-11,null,CERT-1079382,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1079382,false,false,false,Expired,Improved from previous attempt,2023-05-28T00:00:00.000Z,2023-06-04T00:00:00.000Z
SCR-97938,STU-000316,CRT-011,2025-04-03,2,84.00,false,2025-04-14,2026-09-23,CERT-1079387,STF-0014,false,https://badges.betteryouth.org/verify/CERT-1079387,false,false,false,Pending Renewal,Improved from previous attempt,2023-06-02T00:00:00.000Z,2023-06-09T00:00:00.000Z
SCR-97943,STU-001930,CRT-010,2025-05-16,1,76.00,true,2025-05-22,2027-07-03,CERT-1079430,STF-0008,true,https://badges.betteryouth.org/verify/CERT-1079430,true,false,false,Active,,2023-07-15T00:00:00.000Z,2023-07-22T00:00:00.000Z
SCR-97947,STU-000955,CRT-011,2025-07-03,2,73.00,true,2025-07-14,null,CERT-1079478,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1079478,false,false,false,Expired,Recommended for advanced certification,2023-09-01T00:00:00.000Z,2023-09-08T00:00:00.000Z
SCR-97948,STU-000694,CRT-006,2025-07-10,2,80.00,false,2025-07-12,null,CERT-1079485,STF-0015,false,https://badges.betteryouth.org/verify/CERT-1079485,false,false,false,Revoked,,2023-09-08T00:00:00.000Z,2023-09-15T00:00:00.000Z
SCR-97948,STU-000515,CRT-012,2025-07-14,2,84.00,false,2025-07-26,2026-08-22,CERT-1079489,STF-0007,false,https://badges.betteryouth.org/verify/CERT-1079489,false,false,false,Pending Renewal,Excellent performance,2023-09-12T00:00:00.000Z,2023-09-19T00:00:00.000Z
SCR-97952,STU-001880,CRT-020,2025-08-18,1,68.00,true,2025-08-30,2028-06-14,CERT-1079524,STF-0017,true,https://badges.betteryouth.org/verify/CERT-1079524,true,false,true,Active,Excellent performance,2023-10-17T00:00:00.000Z,2023-10-24T00:00:00.000Z
SCR-97958,STU-001254,CRT-019,2025-10-13,2,73.00,false,2025-10-14,null,CERT-1079580,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1079580,false,false,false,Expired,,2023-12-12T00:00:00.000Z,2023-12-19T00:00:00.000Z
SCR-97984,STU-000596,CRT-015,2025-07-03,1,81.00,true,2025-07-08,2027-01-17,CERT-1079843,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1079843,true,false,false,Active,Recommended for advanced certification,2024-08-31T00:00:00.000Z,2024-09-07T00:00:00.000Z
SCR-97988,STU-001107,CRT-003,2025-08-12,2,70.00,false,2025-08-20,2026-12-15,CERT-1079883,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1079883,false,false,false,Expired,Recommended for advanced certification,2024-10-10T00:00:00.000Z,2024-10-17T00:00:00.000Z
SCR-97991,STU-000488,CRT-012,2025-09-17,1,55.00,true,2025-09-22,2027-07-30,CERT-1079919,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1079919,true,true,true,Active,Excellent performance,2024-11-15T00:00:00.000Z,2024-11-22T00:00:00.000Z
SCR-97995,STU-000501,CRT-017,2025-10-24,1,92.00,true,2025-10-28,2028-09-06,CERT-1079956,STF-0027,true,https://badges.betteryouth.org/verify/CERT-1079956,true,false,false,Active,First attempt success,2024-12-22T00:00:00.000Z,2024-12-29T00:00:00.000Z
SCR-97007,STU-001217,CRT-007,2025-09-24,1,50.00,true,2025-09-29,null,CERT-1070071,STF-0035,true,https://badges.betteryouth.org/verify/CERT-1070071,false,false,false,Expired,First attempt success,2025-11-29T00:00:00.000Z,2025-12-06T00:00:00.000Z
SCR-97009,STU-000915,CRT-017,2025-10-17,2,73.00,false,2025-10-23,null,CERT-1070094,STF-0018,false,https://badges.betteryouth.org/verify/CERT-1070094,false,false,false,Pending Renewal,Excellent performance,2025-12-22T00:00:00.000Z,2025-12-29T00:00:00.000Z
SCR-97009,STU-001133,CRT-017,2025-10-19,3,75.00,false,2025-10-26,2027-03-06,CERT-1070096,STF-0015,false,https://badges.betteryouth.org/verify/CERT-1070096,false,false,false,Pending Renewal,First attempt success,2025-12-24T00:00:00.000Z,2025-12-31T00:00:00.000Z
SCR-97013,STU-000438,CRT-008,2025-11-25,1,61.00,true,2025-11-30,null,CERT-1070133,STF-0010,true,https://badges.betteryouth.org/verify/CERT-1070133,true,false,false,Active,Recommended for advanced certification,2022-01-30T00:00:00.000Z,2022-02-06T00:00:00.000Z
SCR-97017,STU-000955,CRT-017,2025-01-03,1,100.00,true,2025-01-14,2027-01-26,CERT-1070172,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1070172,false,false,false,Expired,Improved from previous attempt,2022-03-10T00:00:00.000Z,2022-03-17T00:00:00.000Z
SCR-97024,STU-000596,CRT-009,2025-03-21,1,75.00,true,2025-03-24,2026-12-14,CERT-1070249,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1070249,true,false,false,Active,Excellent performance,2022-05-26T00:00:00.000Z,2022-06-02T00:00:00.000Z
SCR-97026,STU-001586,CRT-016,2025-04-10,1,95.00,true,2025-04-11,null,CERT-1070269,STF-0043,true,https://badges.betteryouth.org/verify/CERT-1070269,true,false,false,Active,Excellent performance,2022-06-15T00:00:00.000Z,2022-06-22T00:00:00.000Z
SCR-97031,STU-001930,CRT-007,2025-05-21,1,85.00,true,2025-06-04,2026-12-30,CERT-1070310,STF-0029,true,https://badges.betteryouth.org/verify/CERT-1070310,true,true,true,Active,,2022-07-26T00:00:00.000Z,2022-08-02T00:00:00.000Z
SCR-97034,STU-001113,CRT-013,2025-06-27,1,71.00,true,2025-07-07,null,CERT-1070347,STF-0011,true,https://badges.betteryouth.org/verify/CERT-1070347,true,false,false,Active,Improved from previous attempt,2022-09-01T00:00:00.000Z,2022-09-08T00:00:00.000Z
SCR-97036,STU-001263,CRT-010,2025-07-16,1,90.00,true,2025-07-19,2027-06-17,CERT-1070366,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1070366,true,false,false,Active,First attempt success,2022-09-20T00:00:00.000Z,2022-09-27T00:00:00.000Z
SCR-97037,STU-000405,CRT-016,2025-07-28,2,51.00,true,2025-08-09,2026-10-19,CERT-1070378,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1070378,false,false,false,Expired,Recommended for advanced certification,2022-10-02T00:00:00.000Z,2022-10-09T00:00:00.000Z
SCR-97053,STU-001107,CRT-019,2025-01-05,1,59.00,true,2025-01-08,null,CERT-1070539,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1070539,true,false,false,Active,Excellent performance,2023-03-12T00:00:00.000Z,2023-03-19T00:00:00.000Z
SCR-97055,STU-001063,CRT-013,2025-01-19,1,73.00,true,2025-01-28,2027-11-29,CERT-1070553,STF-0050,true,https://badges.betteryouth.org/verify/CERT-1070553,true,false,false,Active,Recommended for advanced certification,2023-03-26T00:00:00.000Z,2023-04-02T00:00:00.000Z
SCR-97059,STU-000515,CRT-015,2025-02-28,2,62.00,false,2025-03-12,2027-04-05,CERT-1070593,STF-0041,false,https://badges.betteryouth.org/verify/CERT-1070593,false,false,false,Pending Renewal,Recommended for advanced certification,2023-05-05T00:00:00.000Z,2023-05-12T00:00:00.000Z
SCR-97064,STU-000915,CRT-012,2025-04-16,1,58.00,true,2025-04-29,2026-10-30,CERT-1070640,STF-0044,true,https://badges.betteryouth.org/verify/CERT-1070640,true,false,false,Active,,2023-06-21T00:00:00.000Z,2023-06-28T00:00:00.000Z
SCR-97064,STU-001063,CRT-014,2025-04-22,1,64.00,true,2025-05-03,null,CERT-1070646,STF-0005,true,https://badges.betteryouth.org/verify/CERT-1070646,true,false,false,Active,First attempt success,2023-06-27T00:00:00.000Z,2023-07-04T00:00:00.000Z
SCR-97066,STU-000316,CRT-004,2025-05-10,1,82.00,true,2025-05-19,2027-05-10,CERT-1070664,STF-0024,true,https://badges.betteryouth.org/verify/CERT-1070664,true,false,false,Active,Excellent performance,2023-07-15T00:00:00.000Z,2023-07-22T00:00:00.000Z
SCR-97070,STU-000221,CRT-008,2025-06-17,1,69.00,true,2025-06-21,2026-12-29,CERT-1070702,STF-0026,true,https://badges.betteryouth.org/verify/CERT-1070702,true,true,true,Active,Improved from previous attempt,2023-08-22T00:00:00.000Z,2023-08-29T00:00:00.000Z
SCR-97078,STU-000316,CRT-004,2025-09-12,2,54.00,false,2025-09-22,2028-07-13,CERT-1070789,STF-0005,false,https://badges.betteryouth.org/verify/CERT-1070789,false,false,false,Pending Renewal,Excellent performance,2023-11-17T00:00:00.000Z,2023-11-24T00:00:00.000Z
SCR-97079,STU-001166,CRT-018,2025-09-20,3,62.00,false,2025-09-27,null,CERT-1070797,STF-0045,false,https://badges.betteryouth.org/verify/CERT-1070797,false,false,false,Pending Renewal,Improved from previous attempt,2023-11-25T00:00:00.000Z,2023-12-02T00:00:00.000Z
SCR-97080,STU-001784,CRT-019,2025-09-27,1,69.00,true,2025-10-07,2027-12-01,CERT-1070804,STF-0019,true,https://badges.betteryouth.org/verify/CERT-1070804,true,true,true,Active,Excellent performance,2023-12-02T00:00:00.000Z,2023-12-09T00:00:00.000Z
SCR-97082,STU-000316,CRT-005,2025-10-14,1,86.00,true,2025-10-23,2027-08-11,CERT-1070821,STF-0019,true,https://badges.betteryouth.org/verify/CERT-1070821,true,false,true,Active,First attempt success,2023-12-19T00:00:00.000Z,2023-12-26T00:00:00.000Z
SCR-97086,STU-001847,CRT-014,2025-11-27,1,79.00,true,2025-12-11,null,CERT-1070865,STF-0032,true,https://badges.betteryouth.org/verify/CERT-1070865,true,false,false,Active,,2024-02-01T00:00:00.000Z,2024-02-08T00:00:00.000Z
SCR-97087,STU-001107,CRT-005,2025-12-02,1,84.00,true,2025-12-16,null,CERT-1070870,STF-0013,true,https://badges.betteryouth.org/verify/CERT-1070870,false,false,false,Expired,,2024-02-06T00:00:00.000Z,2024-02-13T00:00:00.000Z
SCR-97092,STU-001360,CRT-018,2025-01-24,1,86.00,true,2025-02-07,2026-10-25,CERT-1070923,STF-0018,true,https://badges.betteryouth.org/verify/CERT-1070923,true,false,true,Active,Recommended for advanced certification,2024-03-30T00:00:00.000Z,2024-04-06T00:00:00.000Z
SCR-97098,STU-001586,CRT-017,2025-03-30,2,100.00,false,2025-03-31,null,CERT-1070988,STF-0031,false,https://badges.betteryouth.org/verify/CERT-1070988,false,false,false,Pending Renewal,Recommended for advanced certification,2024-06-03T00:00:00.000Z,2024-06-10T00:00:00.000Z
SCR-97101,STU-001618,CRT-005,2025-04-25,1,75.00,true,2025-04-29,2026-06-25,CERT-1071014,STF-0002,true,https://badges.betteryouth.org/verify/CERT-1071014,true,true,true,Active,Excellent performance,2024-06-29T00:00:00.000Z,2024-07-06T00:00:00.000Z
SCR-97102,STU-000515,CRT-002,2025-05-08,1,88.00,true,2025-05-11,2027-08-14,CERT-1071027,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1071027,true,false,true,Active,Improved from previous attempt,2024-07-12T00:00:00.000Z,2024-07-19T00:00:00.000Z
SCR-97107,STU-000694,CRT-016,2025-06-23,1,83.00,true,2025-06-27,2028-06-24,CERT-1071073,STF-0020,true,https://badges.betteryouth.org/verify/CERT-1071073,false,false,false,Expired,Recommended for advanced certification,2024-08-27T00:00:00.000Z,2024-09-03T00:00:00.000Z
SCR-97107,STU-001550,CRT-009,2025-06-26,2,86.00,true,2025-06-30,null,CERT-1071076,STF-0007,true,https://badges.betteryouth.org/verify/CERT-1071076,false,false,false,Expired,First attempt success,2024-08-30T00:00:00.000Z,2024-09-06T00:00:00.000Z
SCR-97111,STU-001229,CRT-020,2025-08-06,1,76.00,true,2025-08-10,2028-01-07,CERT-1071117,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1071117,true,true,true,Active,Improved from previous attempt,2024-10-10T00:00:00.000Z,2024-10-17T00:00:00.000Z
SCR-97113,STU-001229,CRT-009,2025-08-21,1,91.00,true,2025-08-27,2028-03-06,CERT-1071132,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1071132,true,false,false,Active,Improved from previous attempt,2024-10-25T00:00:00.000Z,2024-11-01T00:00:00.000Z
SCR-97118,STU-000488,CRT-004,2025-10-12,2,92.00,false,2025-10-17,2028-09-21,CERT-1071184,STF-0016,true,https://badges.betteryouth.org/verify/CERT-1071184,false,false,false,Expired,Excellent performance,2024-12-16T00:00:00.000Z,2024-12-23T00:00:00.000Z
SCR-97125,STU-000915,CRT-001,2025-12-26,1,65.00,true,2025-12-31,2027-04-09,CERT-1071259,STF-0009,true,https://badges.betteryouth.org/verify/CERT-1071259,true,false,false,Active,Excellent performance,2025-03-01T00:00:00.000Z,2025-03-08T00:00:00.000Z
SCR-97127,STU-000515,CRT-010,2025-01-13,2,83.00,true,2025-01-23,2027-06-25,CERT-1071277,STF-0023,true,https://badges.betteryouth.org/verify/CERT-1071277,false,false,false,Expired,Improved from previous attempt,2025-03-19T00:00:00.000Z,2025-03-26T00:00:00.000Z
SCR-97129,STU-000703,CRT-005,2025-01-29,2,99.00,false,2025-02-02,null,CERT-1071293,STF-0023,false,https://badges.betteryouth.org/verify/CERT-1071293,false,false,false,Pending Renewal,Recommended for advanced certification,2025-04-04T00:00:00.000Z,2025-04-11T00:00:00.000Z
SCR-97138,STU-000316,CRT-002,2025-04-27,2,85.00,false,2025-05-11,null,CERT-1071381,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1071381,false,false,false,Expired,First attempt success,2025-07-01T00:00:00.000Z,2025-07-08T00:00:00.000Z
SCR-97144,STU-001673,CRT-005,2025-07-04,1,51.00,true,2025-07-14,2027-07-17,CERT-1071449,STF-0021,true,https://badges.betteryouth.org/verify/CERT-1071449,true,false,false,Active,Excellent performance,2025-09-07T00:00:00.000Z,2025-09-14T00:00:00.000Z
SCR-97146,STU-001113,CRT-004,2025-07-23,1,70.00,true,2025-08-03,2026-11-14,CERT-1071468,STF-0001,true,https://badges.betteryouth.org/verify/CERT-1071468,true,false,false,Active,Recommended for advanced certification,2025-09-26T00:00:00.000Z,2025-10-03T00:00:00.000Z
SCR-97149,STU-000165,CRT-014,2025-08-18,2,96.00,false,2025-08-29,2028-01-06,CERT-1071494,STF-0023,false,https://badges.betteryouth.org/verify/CERT-1071494,false,false,false,Pending Renewal,Excellent performance,2025-10-22T00:00:00.000Z,2025-10-29T00:00:00.000Z
SCR-97152,STU-001372,CRT-004,2025-09-17,1,75.00,true,2025-09-23,null,CERT-1071524,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1071524,true,false,true,Active,Excellent performance,2025-11-21T00:00:00.000Z,2025-11-28T00:00:00.000Z
SCR-97157,STU-000316,CRT-009,2025-11-09,2,77.00,true,2025-11-10,2027-05-31,CERT-1071577,STF-0031,true,https://badges.betteryouth.org/verify/CERT-1071577,false,false,false,Expired,Improved from previous attempt,2022-01-13T00:00:00.000Z,2022-01-20T00:00:00.000Z
SCR-97163,STU-001776,CRT-020,2025-01-05,1,83.00,true,2025-01-07,2027-07-19,CERT-1071634,STF-0046,true,https://badges.betteryouth.org/verify/CERT-1071634,true,false,false,Active,Excellent performance,2022-03-11T00:00:00.000Z,2022-03-18T00:00:00.000Z
