outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-161428,STU-001257,MTR-015,2025-04-09,Q1 2024,30.00,30.00,63.00,true,25.00,29,STF-0037,System Calculated,High,Test Scores,First measurement,PRG-004,COH-2024,false,None,Valid,2023-11-13T00:00:00.000Z,2023-11-20T00:00:00.000Z
OUT-161539,STU-001200,MTR-018,2025-07-29,Q4 2024,40.00,40.00,72.00,true,-6.00,40,STF-0020,Staff Evaluation,High,Portfolio Review,,PRG-011,COH-2024,false,None,Valid,2024-03-03T00:00:00.000Z,2024-03-10T00:00:00.000Z
OUT-161545,STU-000133,MTR-005,2025-08-04,Q2 2023,46.00,46.00,78.00,true,0.00,46,STF-0005,Staff Evaluation,High,Observation Notes,On track,PRG-013,COH-2024,false,None,Valid,2024-03-09T00:00:00.000Z,2024-03-16T00:00:00.000Z
OUT-161551,STU-000112,MTR-027,2025-08-10,Q4 2024,52.00,52.00,84.00,true,6.00,52,STF-0030,Staff Evaluation,Medium,Survey Response,External factors affected score,PRG-007,COH-2024,false,None,Valid,2024-03-15T00:00:00.000Z,2024-03-22T00:00:00.000Z
OUT-161562,STU-000212,MTR-029,2025-08-21,Q3 2024,63.00,63.00,95.00,true,17.00,63,STF-0025,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-009,COH-2023,false,Additional Tutoring,Valid,2024-03-26T00:00:00.000Z,2024-04-02T00:00:00.000Z
OUT-161616,STU-001676,MTR-012,2025-10-14,Q1 2023,16.00,null,98.00,true,0.00,17,STF-0032,Self-Assessment,High,Portfolio Review,,PRG-015,COH-2023,true,None,Valid,2024-05-19T00:00:00.000Z,2024-05-26T00:00:00.000Z
OUT-161635,STU-000948,MTR-004,2025-11-02,Q4 2024,35.00,35.00,66.00,true,19.00,36,STF-0021,Staff Evaluation,High,Survey Response,External factors affected score,PRG-001,COH-2024,false,None,Valid,2024-06-07T00:00:00.000Z,2024-06-14T00:00:00.000Z
OUT-161655,STU-000057,MTR-021,2025-11-22,Q4 2023,55.00,55.00,86.00,true,39.00,56,STF-0007,External Assessment,Medium,Certification,Exceeded expectations,PRG-007,COH-2023,false,None,Valid,2024-06-27T00:00:00.000Z,2024-07-04T00:00:00.000Z
OUT-161666,STU-000948,MTR-018,2025-12-03,Q3 2023,66.00,66.00,97.00,true,50.00,67,STF-0005,Peer Review,Medium,Test Scores,First measurement,PRG-004,COH-2025,false,Additional Tutoring,Valid,2024-07-08T00:00:00.000Z,2024-07-15T00:00:00.000Z
OUT-161689,STU-001797,MTR-028,2025-12-26,Q2 2023,89.00,89.00,69.00,false,2.00,90,STF-0032,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-015,COH-2024,false,Resource Provision,Estimated,2024-07-31T00:00:00.000Z,2024-08-07T00:00:00.000Z
OUT-161697,STU-001998,MTR-005,2025-01-03,Q2 2025,97.00,97.00,77.00,false,10.00,98,STF-0046,External Assessment,Low,Certification,Exceeded expectations,PRG-011,COH-2023,false,Program Change,Needs Review,2024-08-08T00:00:00.000Z,2024-08-15T00:00:00.000Z
OUT-161748,STU-000641,MTR-026,2025-02-23,Q1 2023,47.00,47.00,77.00,true,-10.00,49,STF-0019,Self-Assessment,High,Observation Notes,On track,PRG-014,COH-2023,false,None,Valid,2024-09-28T00:00:00.000Z,2024-10-05T00:00:00.000Z
OUT-161757,STU-001998,MTR-020,2025-03-04,Q2 2025,56.00,null,86.00,true,-1.00,58,STF-0028,External Assessment,Medium,Test Scores,First measurement,PRG-013,COH-2023,false,None,Valid,2024-10-07T00:00:00.000Z,2024-10-14T00:00:00.000Z
OUT-161790,STU-000753,MTR-025,2025-04-06,Q3 2024,89.00,89.00,68.00,false,32.00,91,STF-0035,Self-Assessment,Low,Observation Notes,On track,PRG-014,COH-2023,false,Resource Provision,Incomplete,2024-11-09T00:00:00.000Z,2024-11-16T00:00:00.000Z
OUT-161859,STU-001083,MTR-010,2025-06-14,Q4 2023,57.00,null,86.00,true,30.00,60,STF-0035,External Assessment,Medium,Survey Response,External factors affected score,PRG-015,COH-2023,false,None,Valid,2025-01-17T00:00:00.000Z,2025-01-24T00:00:00.000Z
OUT-162000,STU-001239,MTR-029,2025-11-02,Q1 2023,97.00,97.00,74.00,true,29.00,1,STF-0022,Self-Assessment,High,Observation Notes,On track,PRG-001,COH-2023,true,None,Valid,2025-06-07T00:00:00.000Z,2025-06-14T00:00:00.000Z
OUT-162014,STU-001670,MTR-028,2025-11-16,Q3 2023,10.00,10.00,88.00,true,43.00,15,STF-0006,Peer Review,High,Observation Notes,On track,PRG-014,COH-2025,true,None,Valid,2025-06-21T00:00:00.000Z,2025-06-28T00:00:00.000Z
OUT-162029,STU-001998,MTR-015,2025-12-01,Q2 2024,25.00,25.00,52.00,true,-13.00,30,STF-0012,Observation,High,Portfolio Review,,PRG-014,COH-2025,false,None,Valid,2025-07-06T00:00:00.000Z,2025-07-13T00:00:00.000Z
OUT-162053,STU-001797,MTR-022,2025-12-25,Q2 2024,49.00,49.00,76.00,true,11.00,54,STF-0034,Observation,Medium,Project Completion,Needs additional support,PRG-005,COH-2025,false,None,Valid,2025-07-30T00:00:00.000Z,2025-08-06T00:00:00.000Z
OUT-162085,STU-001173,MTR-027,2025-01-26,Q2 2023,81.00,81.00,57.00,false,43.00,86,STF-0045,Staff Evaluation,Medium,Portfolio Review,,PRG-009,COH-2024,false,Counseling,Estimated,2025-08-31T00:00:00.000Z,2025-09-07T00:00:00.000Z
OUT-162176,STU-000057,MTR-028,2025-04-27,Q1 2025,71.00,71.00,97.00,false,-8.00,77,STF-0024,Peer Review,Medium,Portfolio Review,,PRG-009,COH-2025,false,Mentorship,Valid,2025-11-30T00:00:00.000Z,2025-12-07T00:00:00.000Z
OUT-162196,STU-001173,MTR-003,2025-05-17,Q1 2024,91.00,91.00,66.00,false,12.00,97,STF-0047,System Calculated,Low,Observation Notes,On track,PRG-014,COH-2024,false,Program Change,Needs Review,2025-12-20T00:00:00.000Z,2025-12-27T00:00:00.000Z
OUT-162397,STU-001229,MTR-011,2025-12-04,Q2 2023,90.00,null,63.00,false,0.00,98,STF-0050,Staff Evaluation,Low,Certification,Exceeded expectations,PRG-009,COH-2024,false,Program Change,Needs Review,2023-07-09T00:00:00.000Z,2023-07-16T00:00:00.000Z
OUT-162436,STU-001974,MTR-025,2025-01-12,Q1 2024,28.00,28.00,51.00,true,39.00,37,STF-0044,System Calculated,High,Test Scores,First measurement,PRG-003,COH-2024,false,None,Valid,2023-08-17T00:00:00.000Z,2023-08-24T00:00:00.000Z
OUT-162448,STU-001239,MTR-018,2025-01-24,Q1 2024,40.00,40.00,63.00,true,-20.00,49,STF-0005,System Calculated,High,Observation Notes,On track,PRG-012,COH-2024,false,None,Valid,2023-08-29T00:00:00.000Z,2023-09-05T00:00:00.000Z
OUT-162484,STU-000576,MTR-007,2025-03-01,Q1 2024,76.00,76.00,99.00,false,16.00,85,STF-0025,System Calculated,Medium,Portfolio Review,,PRG-013,COH-2024,false,Counseling,Estimated,2023-10-04T00:00:00.000Z,2023-10-11T00:00:00.000Z
OUT-162505,STU-001200,MTR-004,2025-03-22,Q2 2023,97.00,97.00,69.00,true,37.00,6,STF-0034,Staff Evaluation,High,Portfolio Review,,PRG-001,COH-2024,true,None,Valid,2023-10-25T00:00:00.000Z,2023-11-01T00:00:00.000Z
OUT-162542,STU-000299,MTR-008,2025-04-28,Q3 2023,33.00,33.00,55.00,true,3.00,43,STF-0015,Peer Review,High,Attendance Records,Significant improvement,PRG-011,COH-2025,false,None,Valid,2023-12-01T00:00:00.000Z,2023-12-08T00:00:00.000Z
OUT-162578,STU-000047,MTR-029,2025-06-03,Q3 2023,69.00,69.00,91.00,false,39.00,79,STF-0013,Peer Review,Medium,Project Completion,Needs additional support,PRG-008,COH-2025,false,Mentorship,Valid,2024-01-06T00:00:00.000Z,2024-01-13T00:00:00.000Z
OUT-162579,STU-001083,MTR-011,2025-06-04,Q4 2023,70.00,70.00,92.00,false,40.00,80,STF-0043,External Assessment,Medium,Certification,Exceeded expectations,PRG-006,COH-2023,false,Mentorship,Valid,2024-01-07T00:00:00.000Z,2024-01-14T00:00:00.000Z
OUT-162605,STU-001974,MTR-022,2025-06-30,Q2 2024,96.00,96.00,67.00,true,-5.00,6,STF-0022,Observation,High,Attendance Records,Significant improvement,PRG-007,COH-2025,true,None,Valid,2024-02-02T00:00:00.000Z,2024-02-09T00:00:00.000Z
OUT-162662,STU-001083,MTR-003,2025-08-26,Q3 2023,52.00,52.00,73.00,true,-19.00,63,STF-0029,Peer Review,Medium,Project Completion,Needs additional support,PRG-004,COH-2025,false,Additional Tutoring,Valid,2024-03-30T00:00:00.000Z,2024-04-06T00:00:00.000Z
OUT-162723,STU-001998,MTR-009,2025-10-26,Q4 2023,12.00,12.00,83.00,true,42.00,24,STF-0030,External Assessment,High,Test Scores,First measurement,PRG-006,COH-2023,true,None,Valid,2024-05-30T00:00:00.000Z,2024-06-06T00:00:00.000Z
OUT-162763,STU-001916,MTR-012,2025-12-05,Q4 2024,52.00,52.00,72.00,true,11.00,64,STF-0008,Staff Evaluation,Medium,Observation Notes,On track,PRG-008,COH-2024,false,Additional Tutoring,Valid,2024-07-09T00:00:00.000Z,2024-07-16T00:00:00.000Z
OUT-162861,STU-000753,MTR-028,2025-03-13,Q2 2025,49.00,49.00,68.00,true,38.00,62,STF-0005,External Assessment,Medium,Observation Notes,On track,PRG-014,COH-2023,false,Additional Tutoring,Valid,2024-10-15T00:00:00.000Z,2024-10-22T00:00:00.000Z
OUT-162927,STU-000641,MTR-004,2025-05-18,Q4 2023,14.00,null,83.00,true,33.00,28,STF-0044,External Assessment,High,Attendance Records,Significant improvement,PRG-002,COH-2023,false,None,Valid,2024-12-20T00:00:00.000Z,2024-12-27T00:00:00.000Z
OUT-162940,STU-001867,MTR-005,2025-05-31,Q1 2024,27.00,27.00,96.00,true,46.00,41,STF-0027,System Calculated,High,Test Scores,First measurement,PRG-005,COH-2024,false,None,Valid,2025-01-02T00:00:00.000Z,2025-01-09T00:00:00.000Z
OUT-162953,STU-000299,MTR-013,2025-06-13,Q2 2024,40.00,40.00,58.00,true,-12.00,54,STF-0031,Observation,Medium,Portfolio Review,,PRG-012,COH-2025,false,None,Valid,2025-01-15T00:00:00.000Z,2025-01-22T00:00:00.000Z
OUT-162982,STU-000959,MTR-030,2025-07-12,Q3 2025,69.00,69.00,87.00,false,17.00,83,STF-0034,System Calculated,Medium,Test Scores,First measurement,PRG-011,COH-2024,false,Counseling,Estimated,2025-02-13T00:00:00.000Z,2025-02-20T00:00:00.000Z
OUT-162986,STU-000993,MTR-003,2025-07-16,Q3 2023,73.00,null,91.00,false,21.00,87,STF-0024,Peer Review,Medium,Survey Response,External factors affected score,PRG-007,COH-2025,false,Counseling,Estimated,2025-02-17T00:00:00.000Z,2025-02-24T00:00:00.000Z
OUT-163028,STU-000912,MTR-022,2025-08-27,Q1 2025,14.00,14.00,82.00,true,-8.00,29,STF-0031,Peer Review,High,Survey Response,External factors affected score,PRG-001,COH-2025,false,None,Valid,2025-03-31T00:00:00.000Z,2025-04-07T00:00:00.000Z
OUT-163039,STU-000556,MTR-005,2025-09-07,Q4 2024,25.00,25.00,93.00,true,3.00,40,STF-0011,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-013,COH-2024,false,None,Valid,2025-04-11T00:00:00.000Z,2025-04-18T00:00:00.000Z
OUT-163065,STU-001526,MTR-024,2025-10-03,Q2 2025,51.00,51.00,68.00,true,29.00,66,STF-0016,External Assessment,Medium,Portfolio Review,,PRG-006,COH-2023,false,Additional Tutoring,Valid,2025-05-07T00:00:00.000Z,2025-05-14T00:00:00.000Z
OUT-163068,STU-001855,MTR-010,2025-10-06,Q1 2023,54.00,null,71.00,true,32.00,69,STF-0014,Self-Assessment,Medium,Project Completion,Needs additional support,PRG-009,COH-2023,false,Additional Tutoring,Valid,2025-05-10T00:00:00.000Z,2025-05-17T00:00:00.000Z
OUT-163131,STU-000969,MTR-028,2025-12-08,Q4 2023,16.00,16.00,83.00,true,24.00,32,STF-0041,External Assessment,High,Project Completion,Needs additional support,PRG-004,COH-2023,false,None,Valid,2025-07-12T00:00:00.000Z,2025-07-19T00:00:00.000Z
OUT-163281,STU-000608,MTR-028,2025-05-07,Q2 2025,65.00,65.00,80.00,false,32.00,82,STF-0005,External Assessment,Medium,Observation Notes,On track,PRG-005,COH-2023,false,Counseling,Estimated,2025-12-09T00:00:00.000Z,2025-12-16T00:00:00.000Z
OUT-163342,STU-000561,MTR-016,2025-07-07,Q3 2025,25.00,25.00,90.00,true,22.00,43,STF-0011,System Calculated,High,Certification,Exceeded expectations,PRG-002,COH-2024,false,None,Valid,2023-02-08T00:00:00.000Z,2023-02-15T00:00:00.000Z
OUT-163346,STU-000641,MTR-012,2025-07-11,Q3 2023,29.00,29.00,94.00,true,26.00,47,STF-0050,Peer Review,High,Test Scores,First measurement,PRG-008,COH-2025,false,None,Valid,2023-02-12T00:00:00.000Z,2023-02-19T00:00:00.000Z
OUT-163355,STU-000969,MTR-029,2025-07-20,Q4 2025,38.00,null,52.00,true,35.00,56,STF-0016,Observation,Medium,Project Completion,Needs additional support,PRG-008,COH-2025,false,None,Valid,2023-02-21T00:00:00.000Z,2023-02-28T00:00:00.000Z
OUT-163388,STU-000299,MTR-027,2025-08-22,Q1 2025,71.00,71.00,85.00,false,-3.00,89,STF-0034,Peer Review,Medium,Test Scores,First measurement,PRG-008,COH-2025,false,Resource Provision,Estimated,2023-03-26T00:00:00.000Z,2023-04-02T00:00:00.000Z
OUT-163536,STU-000068,MTR-016,2025-01-17,Q1 2023,17.00,17.00,80.00,true,3.00,37,STF-0026,Self-Assessment,High,Attendance Records,Significant improvement,PRG-003,COH-2023,false,None,Valid,2023-08-21T00:00:00.000Z,2023-08-28T00:00:00.000Z
OUT-163537,STU-001200,MTR-025,2025-01-18,Q2 2023,18.00,18.00,81.00,true,4.00,38,STF-0028,Staff Evaluation,High,Project Completion,Needs additional support,PRG-002,COH-2024,false,None,Valid,2023-08-22T00:00:00.000Z,2023-08-29T00:00:00.000Z
OUT-163545,STU-000322,MTR-010,2025-01-26,Q2 2025,26.00,26.00,89.00,true,12.00,46,STF-0011,External Assessment,High,Certification,Exceeded expectations,PRG-002,COH-2023,false,None,Valid,2023-08-30T00:00:00.000Z,2023-09-06T00:00:00.000Z
OUT-163565,STU-001974,MTR-002,2025-02-15,Q2 2024,46.00,46.00,58.00,true,32.00,66,STF-0016,Observation,Medium,Project Completion,Needs additional support,PRG-010,COH-2025,false,Additional Tutoring,Valid,2023-09-19T00:00:00.000Z,2023-09-26T00:00:00.000Z
OUT-163571,STU-000259,MTR-010,2025-02-21,Q4 2025,52.00,52.00,64.00,false,38.00,72,STF-0048,Observation,Medium,Attendance Records,Significant improvement,PRG-015,COH-2025,false,Mentorship,Valid,2023-09-25T00:00:00.000Z,2023-10-02T00:00:00.000Z
OUT-163585,STU-000482,MTR-008,2025-03-07,Q2 2023,66.00,66.00,78.00,false,-19.00,86,STF-0043,Staff Evaluation,Medium,Attendance Records,Significant improvement,PRG-001,COH-2024,false,Counseling,Estimated,2023-10-09T00:00:00.000Z,2023-10-16T00:00:00.000Z
OUT-163601,STU-000608,MTR-013,2025-03-23,Q2 2024,82.00,82.00,94.00,true,-3.00,2,STF-0029,Observation,High,Certification,Exceeded expectations,PRG-012,COH-2025,true,None,Valid,2023-10-25T00:00:00.000Z,2023-11-01T00:00:00.000Z
OUT-163631,STU-000212,MTR-025,2025-04-22,Q4 2025,11.00,11.00,73.00,true,27.00,32,STF-0028,Observation,High,Observation Notes,On track,PRG-012,COH-2025,false,None,Valid,2023-11-24T00:00:00.000Z,2023-12-01T00:00:00.000Z
OUT-163639,STU-001392,MTR-012,2025-04-30,Q4 2024,19.00,null,81.00,true,35.00,40,STF-0036,Staff Evaluation,High,Portfolio Review,,PRG-011,COH-2024,false,None,Valid,2023-12-02T00:00:00.000Z,2023-12-09T00:00:00.000Z
OUT-163730,STU-001083,MTR-003,2025-07-30,Q3 2023,9.00,9.00,70.00,true,-16.00,31,STF-0029,Peer Review,High,Portfolio Review,,PRG-009,COH-2025,false,None,Valid,2024-03-02T00:00:00.000Z,2024-03-09T00:00:00.000Z
OUT-163766,STU-000912,MTR-024,2025-09-04,Q3 2023,45.00,45.00,55.00,true,20.00,67,STF-0022,Peer Review,Medium,Test Scores,First measurement,PRG-002,COH-2025,false,Additional Tutoring,Valid,2024-04-07T00:00:00.000Z,2024-04-14T00:00:00.000Z
OUT-163881,STU-000969,MTR-015,2025-12-28,Q2 2025,59.00,null,68.00,false,-7.00,82,STF-0044,External Assessment,Medium,Certification,Exceeded expectations,PRG-010,COH-2023,false,Counseling,Estimated,2024-07-31T00:00:00.000Z,2024-08-07T00:00:00.000Z
OUT-163917,STU-000561,MTR-010,2025-02-02,Q2 2025,95.00,95.00,53.00,true,29.00,18,STF-0004,External Assessment,High,Survey Response,External factors affected score,PRG-008,COH-2023,true,None,Valid,2024-09-05T00:00:00.000Z,2024-09-12T00:00:00.000Z
OUT-164035,STU-001676,MTR-021,2025-05-31,Q4 2024,11.00,null,69.00,true,5.00,36,STF-0011,Staff Evaluation,High,Certification,Exceeded expectations,PRG-010,COH-2024,false,None,Valid,2025-01-01T00:00:00.000Z,2025-01-08T00:00:00.000Z
OUT-164079,STU-001635,MTR-020,2025-07-14,Q4 2023,55.00,55.00,62.00,false,49.00,80,STF-0044,External Assessment,Medium,Observation Notes,On track,PRG-007,COH-2023,false,Mentorship,Valid,2025-02-14T00:00:00.000Z,2025-02-21T00:00:00.000Z
OUT-164259,STU-000103,MTR-016,2025-01-10,Q4 2023,33.00,33.00,89.00,true,16.00,60,STF-0010,External Assessment,Medium,Certification,Exceeded expectations,PRG-013,COH-2023,false,None,Valid,2025-08-13T00:00:00.000Z,2025-08-20T00:00:00.000Z
OUT-164324,STU-000842,MTR-003,2025-03-16,Q1 2025,98.00,null,52.00,true,10.00,25,STF-0047,Peer Review,High,Observation Notes,On track,PRG-015,COH-2025,true,None,Valid,2025-10-17T00:00:00.000Z,2025-10-24T00:00:00.000Z
OUT-164330,STU-000948,MTR-004,2025-03-22,Q3 2023,3.00,3.00,58.00,true,16.00,31,STF-0005,Peer Review,High,Survey Response,External factors affected score,PRG-014,COH-2025,false,None,Valid,2025-10-23T00:00:00.000Z,2025-10-30T00:00:00.000Z
OUT-164347,STU-001200,MTR-005,2025-04-08,Q4 2024,20.00,20.00,75.00,true,33.00,48,STF-0034,Staff Evaluation,High,Test Scores,First measurement,PRG-002,COH-2024,false,None,Valid,2025-11-09T00:00:00.000Z,2025-11-16T00:00:00.000Z
OUT-164415,STU-001083,MTR-013,2025-06-15,Q4 2023,88.00,null,92.00,true,30.00,16,STF-0001,External Assessment,High,Observation Notes,On track,PRG-005,COH-2023,true,None,Valid,2023-01-16T00:00:00.000Z,2023-01-23T00:00:00.000Z
OUT-164472,STU-001257,MTR-018,2025-08-11,Q1 2023,44.00,null,98.00,false,16.00,73,STF-0026,Self-Assessment,Medium,Portfolio Review,,PRG-010,COH-2023,false,Mentorship,Valid,2023-03-14T00:00:00.000Z,2023-03-21T00:00:00.000Z
OUT-164480,STU-000112,MTR-020,2025-08-19,Q1 2025,52.00,52.00,55.00,false,24.00,81,STF-0027,Peer Review,Medium,Test Scores,First measurement,PRG-004,COH-2025,false,Counseling,Estimated,2023-03-22T00:00:00.000Z,2023-03-29T00:00:00.000Z
OUT-164506,STU-001518,MTR-010,2025-09-14,Q3 2025,78.00,78.00,81.00,true,50.00,7,STF-0032,System Calculated,High,Observation Notes,On track,PRG-001,COH-2024,true,None,Valid,2023-04-17T00:00:00.000Z,2023-04-24T00:00:00.000Z
OUT-164562,STU-001257,MTR-004,2025-11-09,Q3 2024,33.00,33.00,86.00,true,35.00,63,STF-0023,Self-Assessment,Medium,Observation Notes,On track,PRG-008,COH-2023,false,Additional Tutoring,Valid,2023-06-12T00:00:00.000Z,2023-06-19T00:00:00.000Z
OUT-164566,STU-000112,MTR-030,2025-11-13,Q3 2025,37.00,null,90.00,true,39.00,67,STF-0036,System Calculated,Medium,Project Completion,Needs additional support,PRG-002,COH-2024,false,Additional Tutoring,Valid,2023-06-16T00:00:00.000Z,2023-06-23T00:00:00.000Z
OUT-164709,STU-000057,MTR-018,2025-04-05,Q2 2025,79.00,79.00,80.00,true,40.00,10,STF-0031,External Assessment,High,Observation Notes,On track,PRG-004,COH-2023,true,None,Valid,2023-11-06T00:00:00.000Z,2023-11-13T00:00:00.000Z
OUT-164819,STU-000322,MTR-018,2025-07-24,Q4 2025,88.00,88.00,88.00,true,8.00,20,STF-0022,Observation,High,Certification,Exceeded expectations,PRG-006,COH-2025,true,None,Valid,2024-02-24T00:00:00.000Z,2024-03-02T00:00:00.000Z
OUT-164834,STU-001797,MTR-010,2025-08-08,Q3 2023,2.00,2.00,52.00,true,23.00,35,STF-0028,Peer Review,High,Survey Response,External factors affected score,PRG-005,COH-2025,false,None,Valid,2024-03-10T00:00:00.000Z,2024-03-17T00:00:00.000Z
OUT-164855,STU-000561,MTR-013,2025-08-29,Q4 2025,23.00,23.00,73.00,true,44.00,56,STF-0023,Observation,Medium,Survey Response,External factors affected score,PRG-003,COH-2025,false,None,Valid,2024-03-31T00:00:00.000Z,2024-04-07T00:00:00.000Z
OUT-175038,STU-000133,MTR-010,2025-07-23,Q3 2024,5.00,5.00,56.00,true,3.00,39,STF-0047,Self-Assessment,High,Project Completion,Needs additional support,PRG-014,COH-2023,false,None,Valid,2025-02-13T00:00:00.000Z,2025-02-20T00:00:00.000Z
OUT-175083,STU-000103,MTR-010,2025-09-06,Q4 2023,50.00,50.00,50.00,false,48.00,84,STF-0047,External Assessment,Medium,Observation Notes,On track,PRG-013,COH-2023,false,Counseling,Estimated,2025-03-30T00:00:00.000Z,2025-04-06T00:00:00.000Z
OUT-175085,STU-001371,MTR-015,2025-09-08,Q2 2024,52.00,52.00,52.00,false,50.00,86,STF-0017,Observation,Medium,Test Scores,First measurement,PRG-011,COH-2025,false,Counseling,Estimated,2025-04-01T00:00:00.000Z,2025-04-08T00:00:00.000Z
OUT-175146,STU-000103,MTR-027,2025-11-08,Q3 2024,12.00,12.00,62.00,true,40.00,47,STF-0001,Self-Assessment,High,Observation Notes,On track,PRG-007,COH-2023,false,None,Valid,2025-06-01T00:00:00.000Z,2025-06-08T00:00:00.000Z
OUT-175150,STU-000047,MTR-019,2025-11-12,Q3 2025,16.00,16.00,66.00,true,44.00,51,STF-0007,System Calculated,Medium,Project Completion,Needs additional support,PRG-012,COH-2024,false,None,Valid,2025-06-05T00:00:00.000Z,2025-06-12T00:00:00.000Z
OUT-175177,STU-001670,MTR-027,2025-12-09,Q2 2023,43.00,43.00,93.00,false,0.00,78,STF-0019,Staff Evaluation,Medium,Attendance Records,Significant improvement,PRG-012,COH-2024,false,Mentorship,Valid,2025-07-02T00:00:00.000Z,2025-07-09T00:00:00.000Z
OUT-175192,STU-001526,MTR-003,2025-12-24,Q1 2024,58.00,58.00,57.00,false,15.00,93,STF-0015,System Calculated,Low,Project Completion,Needs additional support,PRG-014,COH-2024,false,Resource Provision,Incomplete,2025-07-17T00:00:00.000Z,2025-07-24T00:00:00.000Z
OUT-175207,STU-001083,MTR-003,2025-01-08,Q4 2024,73.00,73.00,72.00,true,30.00,8,STF-0027,Staff Evaluation,High,Certification,Exceeded expectations,PRG-006,COH-2024,true,None,Valid,2025-08-01T00:00:00.000Z,2025-08-08T00:00:00.000Z
OUT-175223,STU-001797,MTR-027,2025-01-24,Q4 2025,89.00,89.00,88.00,true,46.00,24,STF-0013,Observation,High,Observation Notes,On track,PRG-015,COH-2025,true,None,Valid,2025-08-17T00:00:00.000Z,2025-08-24T00:00:00.000Z
OUT-175254,STU-000057,MTR-021,2025-02-24,Q3 2024,19.00,19.00,68.00,true,6.00,55,STF-0012,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-013,COH-2023,false,None,Valid,2025-09-17T00:00:00.000Z,2025-09-24T00:00:00.000Z
OUT-175389,STU-000842,MTR-019,2025-07-09,Q2 2025,53.00,53.00,50.00,false,-1.00,90,STF-0032,External Assessment,Medium,Certification,Exceeded expectations,PRG-009,COH-2023,false,Resource Provision,Estimated,2023-01-30T00:00:00.000Z,2023-02-06T00:00:00.000Z
OUT-175414,STU-001526,MTR-001,2025-08-03,Q3 2025,78.00,78.00,75.00,true,24.00,15,STF-0046,System Calculated,High,Test Scores,First measurement,PRG-009,COH-2024,true,None,Valid,2023-02-24T00:00:00.000Z,2023-03-03T00:00:00.000Z
OUT-175531,STU-001239,MTR-009,2025-11-28,Q4 2024,94.00,94.00,90.00,true,-1.00,32,STF-0012,Staff Evaluation,High,Observation Notes,On track,PRG-015,COH-2024,false,None,Valid,2023-06-21T00:00:00.000Z,2023-06-28T00:00:00.000Z
OUT-175549,STU-000948,MTR-008,2025-12-16,Q2 2023,11.00,11.00,57.00,true,17.00,50,STF-0005,Staff Evaluation,High,Project Completion,Needs additional support,PRG-012,COH-2024,false,None,Valid,2023-07-09T00:00:00.000Z,2023-07-16T00:00:00.000Z
OUT-175569,STU-000842,MTR-004,2025-01-05,Q2 2025,31.00,31.00,77.00,true,37.00,70,STF-0014,External Assessment,Medium,Attendance Records,Significant improvement,PRG-013,COH-2023,false,Additional Tutoring,Valid,2023-07-29T00:00:00.000Z,2023-08-05T00:00:00.000Z
OUT-175585,STU-000948,MTR-027,2025-01-21,Q2 2023,47.00,null,93.00,false,-18.00,86,STF-0024,Staff Evaluation,Medium,Certification,Exceeded expectations,PRG-002,COH-2024,false,Counseling,Estimated,2023-08-14T00:00:00.000Z,2023-08-21T00:00:00.000Z
OUT-175609,STU-001974,MTR-027,2025-02-14,Q2 2023,71.00,null,66.00,true,6.00,10,STF-0022,Staff Evaluation,High,Portfolio Review,,PRG-009,COH-2024,true,None,Valid,2023-09-07T00:00:00.000Z,2023-09-14T00:00:00.000Z
OUT-175664,STU-001443,MTR-030,2025-04-10,Q1 2025,25.00,null,70.00,true,-10.00,65,STF-0003,Peer Review,Medium,Observation Notes,On track,PRG-003,COH-2025,false,Additional Tutoring,Valid,2023-11-01T00:00:00.000Z,2023-11-08T00:00:00.000Z
OUT-175734,STU-000159,MTR-004,2025-06-19,Q3 2024,95.00,null,89.00,true,-11.00,35,STF-0023,Self-Assessment,High,Observation Notes,On track,PRG-013,COH-2023,false,None,Valid,2024-01-10T00:00:00.000Z,2024-01-17T00:00:00.000Z
OUT-175814,STU-001855,MTR-020,2025-09-07,Q3 2023,74.00,74.00,67.00,true,-2.00,15,STF-0043,Peer Review,High,Attendance Records,Significant improvement,PRG-006,COH-2025,true,None,Valid,2024-03-30T00:00:00.000Z,2024-04-06T00:00:00.000Z
OUT-175856,STU-000033,MTR-024,2025-10-19,Q1 2025,15.00,15.00,58.00,true,40.00,57,STF-0003,Peer Review,Medium,Attendance Records,Significant improvement,PRG-006,COH-2025,false,None,Valid,2024-05-11T00:00:00.000Z,2024-05-18T00:00:00.000Z
OUT-175884,STU-001916,MTR-016,2025-11-16,Q1 2023,43.00,43.00,86.00,false,-3.00,85,STF-0030,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-004,COH-2023,false,Counseling,Estimated,2024-06-08T00:00:00.000Z,2024-06-15T00:00:00.000Z
